,ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weatherconditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken(min),Scaled_Customer_Latitude,Scaled_Customer_Longitude,K-Means Label
524,0x2cb6 ,JAPRES13DEL01 ,25,4.7,26.846156,75.8023,26.956156,75.9123,2022-03-25,1900-01-01 19:40:00,19:55:00,conditions Stormy,Jam ,1,Drinks ,motorcycle,0,No ,Metropolitian ,(min) 20,-0.15593113735507486,1.0962339058614599,1
537,0x788d ,JAPRES05DEL01 ,28,5,26.905287,75.794592,27.015287,75.904592,2022-04-06,1900-01-01 19:55:00,20:00:00,conditions Fog,Jam ,2,Buffet ,scooter,2,No ,Metropolitian ,(min) 40,0.9106472209691546,0.9230963874461994,1
615,0x4e5a ,JAPRES03DEL03 ,25,4.3,26.913483,75.803139,27.003483,75.893139,2022-03-08,1900-01-01 18:30:00,18:35:00,conditions Cloudy,Medium ,2,Meal ,scooter,0,No ,Metropolitian ,(min) 37,0.6977319829102577,0.6658384737972661,1
636,0x5d7a ,JAPRES09DEL01 ,20,5,26.911378,75.789034,26.981378,75.859034,2022-03-18,1900-01-01 19:00:00,19:15:00,conditions Sunny,Medium ,0,Snack ,motorcycle,1,No ,Metropolitian ,(min) 22,0.29901194416989113,-0.1002299052307818,1
640,0x1a31 ,JAPRES06DEL01 ,28,4.5,26.911927,75.797282,26.981927,75.867282,2022-03-31,1900-01-01 18:50:00,18:55:00,conditions Sunny,Medium ,2,Buffet ,scooter,1,No ,Urban ,(min) 16,0.3089145590202983,0.08503712277766692,1
642,0x9892 ,JAPRES17DEL02 ,26,4.9,26.892312,75.806896,27.022313,75.936896,2022-03-18,1900-01-01 21:45:00,22:00:00,conditions Stormy,Jam ,2,Buffet ,scooter,1,No ,Metropolitian ,(min) 22,1.0373790459947028,1.6487106057755414,1
652,0x25eb ,JAPRES09DEL03 ,23,4.7,26.911378,75.789034,27.051378,75.929034,2022-03-14,1900-01-01 21:00:00,21:10:00,conditions Fog,Jam ,0,Snack ,motorcycle,1,No ,Metropolitian ,(min) 42,1.561640431472583,1.4721139309208626,1
736,0x6e6f ,JAPRES15DEL01 ,23,5,26.891191,75.802083,27.001191,75.912083,2022-03-02,1900-01-01 21:00:00,21:10:00,conditions Cloudy,Jam ,2,Drinks ,scooter,1,No ,Metropolitian ,(min) 44,0.6563899187259927,1.0913596399692478,1
801,0xa472 ,JAPRES20DEL03 ,35,4.5,26.956431,75.776649,27.046431,75.866649,2022-03-10,1900-01-01 20:45:00,21:00:00,conditions Stormy,Jam ,1,Meal ,scooter,3,Yes ,Metropolitian ,(min) 44,1.4724086725198955,0.07081864208772518,1
805,0xa2da ,JAPRES02DEL01 ,39,4.7,26.914142,75.805704,26.984142,75.875704,2022-03-08,1900-01-01 19:55:00,20:05:00,conditions Sunny,Jam ,1,Meal ,scooter,1,No ,Metropolitian ,(min) 19,0.34886773186851244,0.2742125483214006,1
846,0x69a2 ,JAPRES05DEL02 ,29,4.7,26.905287,75.794592,27.035287,75.924592,2022-04-06,1900-01-01 18:55:00,19:05:00,conditions Sandstorms,Medium ,1,Meal ,scooter,0,No ,Metropolitian ,(min) 23,1.2713982173413432,1.3723374834897086,1
853,0x9e79 ,JAPRES11DEL03 ,31,4.6,26.90294,75.793007,26.99294,75.883007,2022-04-06,1900-01-01 22:20:00,22:30:00,conditions Sandstorms,Low ,2,Drinks ,motorcycle,1,No ,Urban ,(min) 17,0.5075620951726831,0.43825293454177,1
989,0xb7ed ,JAPRES17DEL03 ,25,5,26.892312,75.806896,26.982312,75.896896,2022-03-20,1900-01-01 21:30:00,21:35:00,conditions Fog,Jam ,0,Meal ,motorcycle,0,No ,Metropolitian ,(min) 42,0.3158590157004886,0.7502284136888419,1
994,0xa644 ,JAPRES20DEL03 ,20,4.7,26.956431,75.776649,27.096431,75.916649,2022-03-08,1900-01-01 21:45:00,21:55:00,conditions Windy,Jam ,0,Snack ,motorcycle,0,No ,Metropolitian ,(min) 25,2.3742861634503987,1.1939213821961794,1
1006,0x901 ,JAPRES13DEL01 ,NaN ,NaN ,26.846156,75.8023,26.956156,75.9123,2022-03-12,1900-01-01 17:30:00,17:35:00,conditions Sandstorms,Medium ,2,Meal ,scooter,1,No ,Urban ,(min) 20,-0.15593113735507486,1.0962339058614599,1
1024,0x6e83 ,JAPRES12DEL01 ,29,4.6,26.902908,75.792934,27.012908,75.902934,2022-03-25,1900-01-01 23:35:00,23:50:00,conditions Fog,Low ,1,Snack ,scooter,1,No ,Metropolitian ,(min) 21,0.8677358899506595,0.8858543005843925,1
1025,0x1a6c ,JAPRES11DEL03 ,27,4.5,26.90294,75.793007,26.99294,75.883007,2022-03-10,1900-01-01 21:40:00,21:45:00,conditions Windy,Jam ,2,Buffet ,scooter,1,No ,Metropolitian ,(min) 26,0.5075620951726831,0.43825293454177,1
1026,0x3ebd ,JAPRES17DEL02 ,35,4.6,26.892312,75.806896,27.022313,75.936896,2022-03-25,1900-01-01 19:15:00,19:20:00,conditions Fog,Jam ,0,Meal ,motorcycle,1,Yes ,Metropolitian ,(min) 51,1.0373790459947028,1.6487106057755414,1
1054,0x9e3b ,JAPRES06DEL02 ,26,4.8,26.911927,75.797282,26.991927,75.877282,2022-03-27,1900-01-01 20:20:00,20:25:00,conditions Cloudy,Jam ,0,Snack ,motorcycle,2,No ,Metropolitian ,(min) 38,0.4892900572064246,0.3096576707991024,1
1082,0x9cc7 ,JAPRES12DEL01 ,25,4.9,26.902908,75.792934,27.012908,75.902934,2022-03-14,1900-01-01 17:35:00,17:50:00,conditions Sunny,Medium ,2,Snack ,scooter,0,No ,Urban ,(min) 16,0.8677358899506595,0.8858543005843925,1
1085,0x9b9e ,JAPRES20DEL03 ,38,4.5,26.956431,75.776649,27.096431,75.916649,2022-03-12,1900-01-01 19:00:00,19:05:00,conditions Stormy,Medium ,2,Snack ,scooter,1,No ,Metropolitian ,(min) 36,2.3742861634503987,1.1939213821961794,1
1096,0x9dc9 ,JAPRES03DEL01 ,30,4.8,26.913483,75.803139,27.023483,75.913139,2022-03-08,1900-01-01 17:35:00,17:45:00,conditions Sandstorms,Medium ,1,Meal ,scooter,0,No ,Urban ,(min) 22,1.0584829792824462,1.1150795698404563,1
1136,0x8fc3 ,JAPRES16DEL03 ,23,4.7,26.849596,75.800512,26.989596,75.940512,2022-03-02,1900-01-01 20:00:00,20:05:00,conditions Fog,Jam ,0,Drinks ,motorcycle,1,Yes ,Metropolitian ,(min) 48,0.4472445285792156,1.729933395940028,1
1234,0x3638 ,JAPRES15DEL01 ,22,4.6,26.891191,75.802083,27.001191,75.912083,2022-03-29,1900-01-01 22:25:00,22:40:00,conditions Fog,Low ,0,Meal ,motorcycle,1,No ,Metropolitian ,(min) 23,0.6563899187259927,1.0913596399692478,1
1325,0x6d71 ,JAPRES08DEL03 ,37,4.8,26.910262,75.783013,27.050262,75.923013,2022-03-08,1900-01-01 22:10:00,22:20:00,conditions Windy,Low ,0,Drinks ,motorcycle,1,No ,Metropolitian ,(min) 27,1.5415105258750204,1.3368698989569423,1
1328,0x135a ,JAPRES17DEL03 ,29,4.5,26.892312,75.806896,27.032312,75.946896,2022-03-29,1900-01-01 22:15:00,22:20:00,conditions Fog,Low ,0,Drinks ,motorcycle,0,No ,Urban ,(min) 24,1.2177365066309918,1.8733311537969768,1
1381,0xb477 ,JAPRES20DEL02 ,25,4.6,26.956431,75.776649,27.086431,75.906649,2022-03-31,1900-01-01 21:50:00,22:05:00,conditions Cloudy,Jam ,1,Buffet ,motorcycle,0,No ,Metropolitian ,(min) 38,2.1939106652643368,0.9693008341744247,1
1402,0x12ad ,JAPRES09DEL03 ,32,4,26.911378,75.789034,27.051378,75.929034,2022-03-29,1900-01-01 19:45:00,19:50:00,conditions Stormy,Jam ,0,Drinks ,motorcycle,1,No ,Metropolitian ,(min) 51,1.561640431472583,1.4721139309208626,1
1408,0x1a4f ,JAPRES09DEL03 ,26,4,26.911378,75.789034,27.051378,75.929034,2022-03-08,1900-01-01 22:00:00,22:10:00,conditions Cloudy,Jam ,1,Drinks ,motorcycle,3,No ,Urban ,(min) 43,1.561640431472583,1.4721139309208626,1
1447,0x78c2 ,JAPRES010DEL03 ,27,4.4,26.921411,75.793604,27.061411,75.933604,2022-03-08,1900-01-01 17:35:00,17:45:00,conditions Cloudy,Medium ,1,Snack ,scooter,1,No ,Metropolitian ,(min) 32,1.7426111688026944,1.574765521366776,1
1470,0xbed1 ,JAPRES04DEL01 ,23,4.7,26.902328,75.794257,26.972328,75.864257,2022-03-14,1900-01-01 22:00:00,22:10:00,conditions Cloudy,Jam ,1,Snack ,motorcycle,1,No ,Urban ,(min) 38,0.13577211831150035,0.017089407000940093,1
1509,0x9de9 ,JAPRES02DEL02 ,32,3.8,26.914142,75.805704,26.994142,75.885704,2022-03-06,1900-01-01 22:40:00,22:50:00,conditions Cloudy,Low ,1,Meal ,scooter,2,No ,Metropolitian ,(min) 35,0.5292432300546387,0.49883309634315526,1
1543,0x4c59 ,JAPRES15DEL01 ,25,2.7,26.891191,75.802083,27.001191,75.912083,2022-03-10,1900-01-01 23:55:00,00:05:00,conditions Sunny,Low ,1,Snack ,motorcycle,0,No ,Metropolitian ,(min) 37,0.6563899187259927,1.0913596399692478,1
1609,0xb31b ,JAPRES16DEL03 ,28,4.5,26.849596,75.800512,26.939596,75.890512,2022-03-16,1900-01-01 19:10:00,19:25:00,conditions Sandstorms,Jam ,0,Buffet ,motorcycle,1,No ,Metropolitian ,(min) 25,-0.45463296235122364,0.6068306558318931,1
1619,0x225a ,JAPRES20DEL01 ,33,4.7,26.956431,75.776649,27.026431,75.846649,2022-03-10,1900-01-01 17:40:00,17:50:00,conditions Sunny,Medium ,2,Buffet ,scooter,1,No ,Urban ,(min) 21,1.111657676147707,-0.378422453955465,1
1652,0xa87a ,JAPRES08DEL02 ,20,4.7,26.910262,75.783013,27.040262,75.913013,2022-04-02,1900-01-01 21:20:00,21:35:00,conditions Windy,Jam ,1,Drinks ,scooter,1,No ,Metropolitian ,(min) 27,1.361135027688894,1.1122493509355067,1
1727,0x911b ,JAPRES03DEL02 ,37,4.8,26.913483,75.803139,26.993483,75.883139,2022-03-08,1900-01-01 20:55:00,21:05:00,conditions Fog,Jam ,0,Buffet ,motorcycle,1,No ,Metropolitian ,(min) 40,0.5173564847241955,0.4412179257755115,1
1794,0x4680 ,JAPRES04DEL01 ,33,4.8,26.902328,75.794257,27.012328,75.904257,2022-03-10,1900-01-01 20:55:00,21:05:00,conditions Cloudy,Jam ,0,Meal ,motorcycle,2,Yes ,Metropolitian ,(min) 48,0.8572741110558774,0.9155715990876396,1
1814,0x5dc2 ,JAPRES09DEL02 ,32,4.7,26.911378,75.789034,26.991378,75.869034,2022-03-12,1900-01-01 21:55:00,22:10:00,conditions Sunny,Jam ,2,Snack ,scooter,1,No ,Urban ,(min) 16,0.47938744235601743,0.12439064279097288,1
1869,0x51e2 ,JAPRES18DEL03 ,31,4.7,26.913987,75.752891,27.053987,75.892891,2022-03-08,1900-01-01 23:25:00,23:40:00,conditions Stormy,Low ,0,Meal ,motorcycle,1,No ,Metropolitian ,(min) 20,1.6087003989493294,0.6602678842063489,1
1904,0x660d ,JAPRES14DEL02 ,21,4.7,26.88842,75.800689,27.01842,75.930689,2022-03-12,1900-01-01 20:50:00,21:05:00,conditions Fog,Jam ,1,Meal ,scooter,1,No ,Metropolitian ,(min) 40,0.967158864550828,1.509288631618433,1
1955,0xa787 ,JAPRES08DEL01 ,27,4.7,26.910262,75.783013,27.020262,75.893013,2022-03-16,1900-01-01 19:15:00,19:25:00,conditions Sandstorms,Jam ,0,Drinks ,motorcycle,1,No ,Metropolitian ,(min) 27,1.0003840313167056,0.6630082548919974,1
1960,0x48cf ,JAPRES04DEL03 ,20,4.6,26.902328,75.794257,26.992328,75.884257,2022-04-02,1900-01-01 19:35:00,19:50:00,conditions Stormy,Jam ,0,Snack ,motorcycle,1,No ,Metropolitian ,(min) 39,0.49652311468368887,0.46633050304444945,1
1969,0x284b ,JAPRES04DEL01 ,27,4.7,26.902328,75.794257,27.012328,75.904257,2022-03-04,1900-01-01 22:35:00,22:50:00,conditions Windy,Low ,1,Drinks ,scooter,1,No ,Urban ,(min) 17,0.8572741110558774,0.9155715990876396,1
1974,0x88bd ,JAPRES05DEL02 ,31,4.7,26.905287,75.794592,27.035287,75.924592,2022-03-02,1900-01-01 20:50:00,20:55:00,conditions Sunny,Jam ,1,Meal ,motorcycle,1,No ,Metropolitian ,(min) 29,1.2713982173413432,1.3723374834897086,1
1978,0x8d17 ,JAPRES15DEL02 ,25,4.8,26.891191,75.802083,26.971191,75.882083,2022-03-14,1900-01-01 22:55:00,23:10:00,conditions Windy,Low ,0,Snack ,motorcycle,0,No ,Metropolitian ,(min) 17,0.11526342416774202,0.41749799590430287,1
1983,0xbae1 ,JAPRES14DEL03 ,28,4.5,26.88842,75.800689,27.02842,75.940689,2022-03-20,1900-01-01 21:30:00,21:40:00,conditions Sunny,Jam ,1,Snack ,scooter,0,No ,Urban ,(min) 10,1.1475343627369543,1.7339091796401878,1
2060,0x8679 ,JAPRES010DEL02 ,31,4.9,26.921411,75.793604,27.051411,75.923604,2022-03-08,1900-01-01 22:55:00,23:00:00,conditions Sandstorms,Low ,0,Meal ,motorcycle,1,No ,Metropolitian ,(min) 20,1.5622356706166323,1.3501449733450213,1
2123,0x68bc ,JAPRES17DEL03 ,30,4.6,26.892312,75.806896,27.032312,75.946896,2022-03-23,1900-01-01 20:45:00,21:00:00,conditions Sandstorms,Jam ,1,Snack ,motorcycle,0,No ,Metropolitian ,(min) 27,1.2177365066309918,1.8733311537969768,1
2160,0x72b6 ,JAPRES14DEL02 ,35,4.6,26.88842,75.800689,27.01842,75.930689,2022-04-04,1900-01-01 18:00:00,18:10:00,conditions Fog,Medium ,0,Buffet ,motorcycle,1,No ,Metropolitian ,(min) 39,0.967158864550828,1.509288631618433,1
2163,0x62d9 ,JAPRES17DEL03 ,21,4.5,26.892312,75.806896,27.032312,75.946896,2022-04-02,1900-01-01 18:10:00,18:20:00,conditions Fog,Medium ,0,Snack ,motorcycle,1,No ,Metropolitian ,(min) 32,1.2177365066309918,1.8733311537969768,1
2179,0x7596 ,JAPRES19DEL01 ,27,4.8,26.913726,75.75282,27.023726,75.86282,2022-03-14,1900-01-01 23:45:00,23:50:00,conditions Cloudy,Low ,0,Meal ,motorcycle,0,No ,Metropolitian ,(min) 21,1.0628661038883884,-0.015188565749672771,1
2181,0x685f ,JAPRES010DEL02 ,20,4.8,26.921411,75.793604,27.051411,75.923604,2022-03-18,1900-01-01 22:15:00,22:30:00,conditions Stormy,Low ,0,Drinks ,motorcycle,0,No ,Metropolitian ,(min) 24,1.5622356706166323,1.3501449733450213,1
2193,0x4629 ,JAPRES02DEL03 ,28,4.9,26.914142,75.805704,27.054142,75.945704,2022-03-20,1900-01-01 19:20:00,19:35:00,conditions Stormy,Jam ,2,Drinks ,scooter,1,No ,Urban ,(min) 28,1.6114962191712043,1.846556384473045,1
2220,0x336a ,JAPRES11DEL01 ,31,5,26.90294,75.793007,27.01294,75.903007,2022-03-25,1900-01-01 22:55:00,23:10:00,conditions Sandstorms,Low ,2,Drinks ,scooter,1,No ,Metropolitian ,(min) 20,0.8683130915448716,0.8874940305849601,1
2274,0x87a0 ,JAPRES12DEL01 ,38,4.4,26.902908,75.792934,27.012908,75.902934,2022-03-18,1900-01-01 18:40:00,18:55:00,conditions Fog,Medium ,1,Drinks ,motorcycle,2,No ,Metropolitian ,(min) 42,0.8677358899506595,0.8858543005843925,1
2288,0x989c ,JAPRES01DEL02 ,35,4.8,26.90519,75.810753,26.98519,75.890753,2022-03-10,1900-01-01 23:55:00,00:00:00,conditions Cloudy,Low ,0,Buffet ,motorcycle,1,No ,Metropolitian ,(min) 37,0.3677710840784304,0.6122440110392731,1
2301,0x601f ,JAPRES12DEL02 ,23,4.6,26.902908,75.792934,26.982908,75.872934,2022-03-06,1900-01-01 17:45:00,17:50:00,conditions Fog,Medium ,1,Snack ,motorcycle,2,No ,Metropolitian ,(min) 39,0.3266093953923447,0.21199265651944763,1
2314,0xe92 ,JAPRES02DEL03 ,34,4.6,26.914142,75.805704,27.054142,75.945704,2022-03-08,1900-01-01 20:50:00,21:05:00,conditions Sunny,Jam ,2,Meal ,scooter,1,No ,Metropolitian ,(min) 30,1.6114962191712043,1.846556384473045,1
2353,0x94b7 ,JAPRES01DEL02 ,26,4.8,26.90519,75.810753,27.03519,75.940753,2022-03-16,1900-01-01 17:20:00,17:35:00,conditions Sandstorms,Medium ,1,Buffet ,scooter,1,No ,NaN ,(min) 28,1.2696485750089337,1.735346751147408,1
2354,0x13d0 ,JAPRES16DEL02 ,28,4.9,26.849596,75.800512,26.979596,75.930512,2022-03-14,1900-01-01 18:55:00,19:00:00,conditions Fog,Medium ,0,Drinks ,motorcycle,2,No ,Metropolitian ,(min) 41,0.2668690303931534,1.5053128479182734,1
2377,0x4ab3 ,JAPRES08DEL02 ,36,4.4,26.910262,75.783013,26.990262,75.863013,2022-03-18,1900-01-01 18:00:00,18:05:00,conditions Fog,Medium ,1,Buffet ,scooter,0,No ,Metropolitian ,(min) 43,0.45925753675845477,-0.010853389172947422,1
2400,0x3682 ,JAPRES08DEL03 ,22,4.9,26.910262,75.783013,27.050262,75.923013,2022-03-29,1900-01-01 18:50:00,19:00:00,conditions Windy,Medium ,2,Buffet ,motorcycle,NaN ,No ,Urban ,(min) 24,1.5415105258750204,1.3368698989569423,1
2443,0x2858 ,JAPRES19DEL03 ,36,4.8,26.913726,75.75282,27.053726,75.89282,2022-03-27,1900-01-01 21:25:00,21:35:00,conditions Sandstorms,Jam ,0,Drinks ,motorcycle,1,No ,Semi-Urban ,(min) 53,1.6039925984467032,0.6586730783152721,1
2617,0x4960 ,JAPRES06DEL03 ,25,4.6,26.911927,75.797282,27.051927,75.937282,2022-03-06,1900-01-01 22:00:00,22:15:00,conditions Windy,Jam ,0,Snack ,motorcycle,1,No ,NaN ,(min) 25,1.57154304632299,1.657380958928992,1
2663,0x5daa ,JAPRES09DEL02 ,39,5,26.911378,75.789034,27.041378,75.919034,2022-04-04,1900-01-01 22:35:00,22:40:00,conditions Windy,Low ,2,Buffet ,motorcycle,0,No ,Metropolitian ,(min) 17,1.3812649332865208,1.247493382899108,1
2687,0xa73d ,JAPRES04DEL03 ,27,4,26.902328,75.794257,26.992328,75.884257,2022-03-29,1900-01-01 17:40:00,17:55:00,conditions Fog,Medium ,1,Buffet ,scooter,1,No ,Metropolitian ,(min) 32,0.49652311468368887,0.46633050304444945,1
2731,0x591c ,JAPRES12DEL03 ,23,4.5,26.902908,75.792934,27.042908,75.932934,2022-03-10,1900-01-01 23:40:00,23:50:00,conditions Windy,Low ,0,Snack ,motorcycle,1,No ,Metropolitian ,(min) 24,1.4088623845089743,1.5597159446493374,1
2751,0xa7e6 ,JAPRES09DEL03 ,32,4.5,26.911378,75.789034,27.051378,75.929034,2022-04-02,1900-01-01 19:25:00,19:40:00,conditions Fog,Jam ,0,Buffet ,motorcycle,1,No ,Metropolitian ,(min) 43,1.561640431472583,1.4721139309208626,1
2760,0x730c ,JAPRES12DEL02 ,22,5,26.902908,75.792934,27.032908,75.922934,2022-03-10,1900-01-01 17:15:00,17:30:00,conditions Sunny,Medium ,1,Meal ,scooter,0,No ,Metropolitian ,(min) 12,1.228486886322848,1.3350953966275827,1
2805,0x9315 ,JAPRES03DEL03 ,30,4.9,26.913483,75.803139,27.003483,75.893139,2022-03-18,1900-01-01 21:40:00,21:50:00,conditions Stormy,Jam ,0,Drinks ,motorcycle,1,No ,Metropolitian ,(min) 44,0.6977319829102577,0.6658384737972661,1
2827,0x3926 ,JAPRES09DEL02 ,23,4.6,26.911378,75.789034,27.041378,75.919034,2022-03-31,1900-01-01 23:55:00,00:10:00,conditions Windy,Low ,1,Meal ,scooter,1,No ,Metropolitian ,(min) 19,1.3812649332865208,1.247493382899108,1
2838,0x28df ,JAPRES02DEL03 ,23,4.8,26.914142,75.805704,26.974142,75.865704,2022-03-24,1900-01-01 23:10:00,23:15:00,conditions Sandstorms,Low ,1,Drinks ,motorcycle,0,No ,Metropolitian ,(min) 11,0.16849223368245023,0.04959200029964589,1
2859,0x8730 ,JAPRES09DEL03 ,29,4.8,26.911378,75.789034,27.001378,75.879034,2022-03-16,1900-01-01 17:15:00,17:20:00,conditions Stormy,Medium ,1,Meal ,scooter,1,No ,Urban ,(min) 26,0.6597629405420796,0.3490111908127276,1
2864,0x18a5 ,JAPRES11DEL03 ,21,4.5,26.90294,75.793007,26.99294,75.883007,2022-04-02,1900-01-01 23:15:00,23:20:00,conditions Sandstorms,Low ,2,Buffet ,scooter,0,No ,NaN ,(min) 11,0.5075620951726831,0.43825293454177,1
2868,0x2553 ,JAPRES16DEL02 ,39,4.6,26.849596,75.800512,26.979596,75.930512,2022-03-08,1900-01-01 18:00:00,18:15:00,conditions Sandstorms,Medium ,1,Meal ,scooter,0,No ,Metropolitian ,(min) 27,0.2668690303931534,1.5053128479182734,1
2909,0xb47f ,JAPRES12DEL03 ,22,4.7,26.902908,75.792934,27.042908,75.932934,2022-04-02,1900-01-01 23:00:00,23:15:00,conditions Sandstorms,Low ,2,Buffet ,scooter,1,No ,Metropolitian ,(min) 15,1.4088623845089743,1.5597159446493374,1
2953,0x2910 ,JAPRES16DEL03 ,36,3.6,26.849596,75.800512,26.939596,75.890512,2022-03-12,1900-01-01 17:45:00,17:55:00,conditions Windy,Medium ,2,Drinks ,scooter,1,No ,Metropolitian ,(min) 34,-0.45463296235122364,0.6068306558318931,1
2963,0x8625 ,JAPRES05DEL03 ,34,4.5,26.905287,75.794592,27.045287,75.934592,2022-03-08,1900-01-01 22:40:00,22:45:00,conditions Windy,Low ,1,Drinks ,motorcycle,1,No ,Metropolitian ,(min) 17,1.4517737155274053,1.5969580315111442,1
2974,0x77f2 ,JAPRES07DEL02 ,38,5,26.766536,75.837333,26.896536,75.967333,2022-03-16,1900-01-01 21:10:00,21:15:00,conditions Sandstorms,Jam ,0,Drinks ,motorcycle,0,No ,Urban ,(min) 42,-1.2313298575405718,2.332388167788828,1
3013,0x59ba ,JAPRES010DEL02 ,24,4.6,26.921411,75.793604,27.001411,75.873604,2022-03-23,1900-01-01 23:20:00,23:25:00,conditions Fog,Low ,0,Buffet ,motorcycle,1,No ,Metropolitian ,(min) 20,0.6603581796861289,0.22704223323688635,1
3036,0xad55 ,JAPRES17DEL02 ,20,4.9,26.892312,75.806896,27.022313,75.936896,2022-03-04,1900-01-01 23:30:00,23:35:00,conditions Sandstorms,Low ,1,Buffet ,motorcycle,0,No ,Metropolitian ,(min) 11,1.0373790459947028,1.6487106057755414,1
3051,0xb3b8 ,JAPRES04DEL01 ,27,5,26.902328,75.794257,27.012328,75.904257,2022-03-08,1900-01-01 22:15:00,22:25:00,conditions Fog,Low ,1,Meal ,motorcycle,0,No ,Urban ,(min) 24,0.8572741110558774,0.9155715990876396,1
3064,0x67ac ,JAPRES05DEL03 ,22,4.9,26.905287,75.794592,26.995287,75.884592,2022-03-18,1900-01-01 17:30:00,17:45:00,conditions Cloudy,Medium ,0,Drinks ,motorcycle,1,No ,Metropolitian ,(min) 34,0.5498962245969661,0.4738552914030092,1
