Order Date,Customer Latitude,Customer Longitude
2024-08-14,6.970206298,79.89976452
2024-04-10,6.851354203,79.93500403
2024-05-10,6.931051223,79.93460766
2024-09-13,6.999462172,79.80621014
2024-01-05,6.905582455,79.79488282
2024-08-05,6.976645587,79.86194869
2024-09-11,7.004362626,79.80823958
2024-12-24,6.961040119,79.94999898
2024-10-09,6.956898426,79.78293027
2024-07-25,6.943032315,79.80308983
2024-01-15,6.842505906,79.83124453
2024-12-11,6.884956592,79.91361339
2024-02-11,6.904339737,79.90348321
2024-06-27,6.839935854,79.77313593
2024-03-03,6.842291614,79.81026213
2024-12-17,6.904395096,79.88077456
2024-08-18,7.014652052,79.83477459
2024-08-28,6.847038542,79.80582283
2024-02-21,6.998785015,79.89738834
2024-04-05,6.979388437,79.79298462
2024-08-09,6.86133189,79.79082068
2024-08-18,6.991454804,79.80855764
2024-08-24,6.952893107,79.86413428
2024-05-22,6.935098182,79.80591997
2024-06-19,6.951468665,79.77827042
2024-01-29,7.016013924,79.77530433
2024-02-05,6.846047124,79.82937261
2024-01-13,6.986852316,79.81712861
2024-06-08,6.922043246,79.77371043
2024-11-22,6.851222399,79.88079639
2024-07-05,6.872029454,79.89645819
2024-08-30,6.978521833,79.92478744
2024-03-26,6.861117899,79.85312458
2024-10-10,7.007655216,79.91058455
2024-03-06,6.858083853,79.86165381
2024-06-18,7.003204609,79.85031674
2024-02-14,6.987895966,79.86044561
2024-03-02,6.856255257,79.79728388
2024-05-13,6.845419955,79.80589807
2024-10-10,6.998021459,79.88846171
2024-01-28,6.970137286,79.88328217
2024-04-17,6.906656629,79.80980885
2024-02-13,7.003787312,79.86389168
2024-12-05,6.923694573,79.95124542
2024-10-12,6.906186484,79.92547555
2024-11-26,6.992387218,79.81267828
2024-05-07,6.854098143,79.94752747
2024-12-13,6.913748084,79.77085045
2024-08-18,6.926923033,79.88285362
2024-07-08,6.97684563,79.94159625
2024-08-12,7.001905519,79.94108689
2024-10-09,6.842798225,79.89963808
2024-04-30,6.877705038,79.80448922
2024-04-25,6.981211454,79.84615862
2024-08-20,7.002163077,79.77814964
2024-09-15,6.981546996,79.7952836
2024-12-24,6.868825622,79.85708922
2024-07-16,6.908287377,79.8586902
2024-05-16,7.006384058,79.88976689
2024-11-13,6.889317907,79.80183127
2024-06-13,6.912693923,79.8524226
2024-08-12,6.945351245,79.8187283
2024-11-02,6.975299864,79.78831849
2024-08-21,6.937992498,79.88362162
2024-06-20,6.874276861,79.92037272
2024-05-31,6.947898581,79.88764932
2024-11-10,6.926693424,79.93554344
2024-06-08,6.962041907,79.83975255
2024-04-05,6.880001962,79.78334551
2024-08-20,6.866804655,79.95062447
2024-06-28,6.910301243,79.93356376
2024-04-22,6.867743127,79.84765262
2024-11-13,7.0100763,79.78698842
2024-02-21,6.944034105,79.93728183
2024-09-24,7.008124031,79.92400212
2024-10-21,6.99123233,79.88882198
2024-04-22,6.876725785,79.90306933
2024-04-10,7.013295399,79.86590707
2024-04-22,6.883982407,79.87453537
2024-03-21,6.961444208,79.80825139
2024-07-05,6.966593576,79.87706951
2024-04-22,6.947343227,79.82598582
2024-01-02,6.864985912,79.88360678
2024-05-09,6.942637476,79.83179839
2024-08-07,6.890324084,79.83347409
2024-02-23,6.925277178,79.9473822
2024-12-08,6.974589121,79.92504255
2024-08-11,6.92811794,79.86594157
2024-08-12,6.873825164,79.90132095
2024-05-05,6.912970992,79.90520534
2024-05-09,6.910713582,79.79014388
2024-02-22,6.868190755,79.91775156
2024-06-20,6.883607476,79.81842913
2024-08-05,7.00446362,79.88981167
2024-06-08,6.857605866,79.79650891
2024-07-16,6.886085123,79.8782607
2024-09-03,6.972654139,79.82026996
2024-11-19,6.993882349,79.79026421
2024-07-21,6.874415165,79.94659178
2024-07-02,6.861288264,79.93164418
2024-05-02,6.963845059,79.78371313
2024-09-11,6.924164293,79.86464485
2024-10-20,7.004962997,79.84688008
2024-10-06,6.917507859,79.79086383
2024-11-20,6.952176138,79.80872633
2024-04-07,6.850979866,79.95139333
2024-07-16,6.885591825,79.79604932
2024-08-27,6.963044212,79.91958695
2024-05-23,6.848555404,79.78957688
2024-04-06,6.853257446,79.77897081
2024-07-19,6.955830897,79.87722929
2024-05-03,6.956434533,79.86222862
2024-07-05,6.984308592,79.86967053
2024-11-21,7.002549898,79.85859514
2024-12-14,6.97947093,79.84438543
2024-09-15,6.91542863,79.92454383
2024-05-27,6.856408078,79.8729829
2024-09-08,6.967881346,79.90665262
2024-12-11,6.94358532,79.85177344
2024-05-26,6.883997738,79.93551295
2024-05-27,6.903638369,79.91546859
2024-12-17,6.842715426,79.81258735
2024-07-17,6.89927744,79.89234157
2024-11-03,6.894546992,79.77795519
2024-05-07,6.86833739,79.81748728
2024-02-08,6.868730177,79.8074245
2024-12-03,6.97556071,79.84523366
2024-12-25,6.910015179,79.94589143
2024-05-08,6.917496728,79.93882213
2024-09-23,6.890895153,79.84316316
2024-05-30,6.908412316,79.86956354
2024-10-24,6.942279692,79.81548341
2024-04-08,6.979998063,79.86056944
2024-09-19,6.838279019,79.87777879
2024-09-08,6.980804404,79.81590844
2024-05-23,6.843833515,79.91695449
2024-12-11,7.012915624,79.78434414
2024-04-21,7.006025551,79.83565759
2024-02-29,7.006638668,79.8882151
2024-01-02,6.997414291,79.91308015
2024-10-30,6.842054548,79.7823256
2024-09-10,6.931738668,79.79397397
2024-05-19,6.920079142,79.94371771
2024-02-06,6.890119331,79.8591876
2024-06-08,6.906245879,79.88476426
2024-01-09,6.871936924,79.81762776
2024-08-20,6.991742856,79.91770911
2024-04-08,6.97920625,79.91037329
2024-05-26,6.91979144,79.90274484
2024-10-30,6.906776544,79.78872676
2024-07-26,6.907888224,79.7992456
2024-05-10,6.907433636,79.82443164
2024-05-31,6.944966787,79.83606888
2024-02-23,6.964143183,79.86340468
2024-04-29,7.002684194,79.78696903
2024-06-09,6.960921475,79.89249091
2024-04-25,7.008293973,79.83788601
2024-03-15,6.892043778,79.80173774
2024-04-22,6.884809642,79.86154318
2024-04-13,6.987949182,79.82204692
2024-12-05,6.865431913,79.81984016
2024-09-10,6.85519495,79.93864739
2024-08-14,6.994239487,79.82644027
2024-04-21,6.881512219,79.93478168
2024-04-08,6.83732918,79.87945533
2024-06-01,7.002055633,79.86275323
2024-12-14,6.837544497,79.81017373
2024-12-31,7.003215603,79.77353711
2024-12-03,6.908141399,79.91379014
2024-07-12,6.988017296,79.85713573
2024-11-05,6.878898874,79.87929691
2024-06-11,6.884537483,79.81677922
2024-07-26,6.982523381,79.79844749
2024-06-17,6.838004771,79.83157387
2024-06-09,6.925473686,79.89842314
2024-03-08,6.977751398,79.89087957
2024-10-15,6.949894393,79.89128424
2024-10-03,6.885933607,79.83984798
2024-10-30,6.94807955,79.78234886
2024-05-14,6.890221685,79.84421456
2024-07-13,6.933125348,79.85874643
2024-05-07,6.966403041,79.85637681
2024-02-02,6.999916213,79.83947717
2024-06-24,6.931671479,79.77103016
2024-01-22,6.892951884,79.92773486
2024-08-25,6.897113765,79.81640206
2024-06-06,6.934944498,79.78473737
2024-02-07,6.932794618,79.82556434
2024-08-17,6.906037458,79.91408423
2024-12-30,6.956282706,79.85141798
2024-02-20,6.941066903,79.90963622
2024-09-20,6.971385359,79.80408429
2024-10-09,6.89122959,79.83365423
2024-01-27,6.870801314,79.77265482
2024-08-13,6.868355364,79.91714792
2024-10-03,6.935373955,79.83246013
2024-10-12,6.946621522,79.90473112
2024-04-06,6.900870772,79.85504241
2024-10-10,6.848579859,79.87882243
2024-11-12,6.901227405,79.8491342
2024-10-30,6.913154165,79.88523296
2024-05-26,6.94015682,79.84706185
2024-01-04,6.840064869,79.88315533
2024-02-04,6.995492338,79.91012498
2024-07-10,7.013877591,79.79569034
2024-02-18,6.877103613,79.86832724
2024-01-17,6.879511118,79.77671841
2024-06-20,6.909494284,79.82265644
2024-08-07,6.884534387,79.94345317
2024-06-06,6.879974616,79.79394012
2024-02-15,6.859589956,79.91679938
2024-01-06,6.965811365,79.79394986
2024-04-08,6.876605066,79.90609402
2024-08-20,6.886490342,79.94860234
2024-02-06,6.934409922,79.80529788
2024-10-06,6.991750172,79.82843389
2024-12-14,6.889047271,79.8298797
2024-10-28,6.975423829,79.80188649
2024-06-29,6.905800141,79.77604376
2024-04-04,6.985951643,79.83228964
2024-04-08,6.881725751,79.87570103
2024-07-06,6.964035475,79.91799222
2024-04-25,6.899673864,79.91788419
2024-07-09,6.920772252,79.78880529
2024-09-09,6.989497745,79.86984596
2024-06-09,6.945562986,79.94060689
2024-09-12,6.937757925,79.77146089
2024-11-18,6.993877629,79.82213122
2024-05-07,6.927418364,79.80763542
2024-01-18,6.890520463,79.89507772
2024-10-07,6.914410514,79.88427486
2024-08-10,6.985401926,79.83230839
2024-02-23,6.93941352,79.91158362
2024-02-27,6.965860936,79.86843179
2024-11-18,6.90608802,79.84441114
2024-12-25,6.91505229,79.83376469
2024-06-22,6.962969484,79.79321096
2024-10-06,7.011325968,79.91183729
2024-04-23,6.890732982,79.77817005
2024-10-14,6.965172644,79.90373736
2024-12-07,7.010635606,79.8164963
2024-05-30,6.851915332,79.93654907
2024-05-06,6.88361334,79.90140909
2024-06-03,6.847939574,79.90849747
2024-09-29,6.859897459,79.89669992
2024-04-13,6.932927576,79.94387342
2024-10-25,6.843661737,79.82345579
2024-09-02,6.849534039,79.9300263
2024-06-24,6.944019127,79.86754716
2024-02-08,6.860696017,79.8592093
2024-06-18,6.908848406,79.82775803
2024-09-03,6.976143055,79.78156937
2024-01-26,6.953529861,79.91982488
2024-12-20,7.0004887,79.90583511
2024-11-01,6.887902825,79.87944262
2024-01-13,6.862488038,79.79169455
2024-11-11,6.952077323,79.92492783
2024-11-08,6.849126689,79.78968767
2024-02-05,6.938921136,79.81005402
2024-06-21,6.94724741,79.80938825
2024-01-20,6.857997653,79.86947209
2024-11-16,6.992360385,79.89480058
2024-09-20,6.984527953,79.81878864
2024-05-21,6.996645703,79.83888198
2024-05-22,6.990604084,79.85596822
2024-04-01,6.885272549,79.81768576
2024-12-19,6.939292412,79.78478822
2024-11-17,7.004587603,79.81971946
2024-10-14,6.89748285,79.81279287
2024-08-02,6.837551885,79.89614885
2024-12-07,6.943415838,79.91740206
2024-02-20,6.844399238,79.93900318
2024-06-01,6.896629178,79.93617428
2024-07-04,6.85631288,79.90547283
2024-03-03,6.94139878,79.83546098
2024-07-08,6.851269801,79.88021021
2024-05-04,6.841773853,79.86143271
2024-05-29,6.94587632,79.90340424
2024-11-09,7.015628763,79.81765579
2024-02-27,6.895098166,79.83236707
2024-12-07,6.968826615,79.9395774
2024-10-31,7.012563739,79.94211703
2024-06-28,6.995457299,79.95031489
2024-06-18,6.904747879,79.9425726
2024-11-21,6.974130624,79.80102378
2024-09-27,6.845201836,79.80937738
2024-02-23,6.977325428,79.88510365
2024-04-10,6.877434461,79.90510998
2024-09-20,6.862473376,79.91961585
2024-02-22,6.980101978,79.94697495
2024-02-29,6.864087309,79.93500233
2024-04-17,6.898469849,79.84596444
2024-01-05,6.921414426,79.88423373
2024-04-12,7.016246553,79.87934303
2024-07-14,7.003985741,79.81673637
2024-09-18,6.908795795,79.86201669
2024-12-30,6.895190449,79.94775381
2024-12-15,6.967763703,79.85736686
2024-02-16,6.972380126,79.85529065
2024-12-20,6.840113572,79.86903982
2024-11-06,6.949655895,79.9485416
2024-11-03,6.844359973,79.86339566
2024-05-23,6.854695452,79.79749097
2024-09-25,6.947003304,79.81247817
2024-05-03,6.971996236,79.86377714
2024-04-15,6.876327547,79.86007316
2024-06-06,6.83716878,79.92703917
2024-05-26,6.839294302,79.77171978
2024-05-24,6.947190801,79.94714646
2024-04-29,6.991232159,79.81619017
2024-11-14,6.872445371,79.88409
2024-10-01,6.985232927,79.83616658
2024-04-01,6.914911638,79.79140939
2024-02-27,6.864546202,79.87360616
2024-12-11,6.855506513,79.80711985
2024-08-16,6.879294058,79.85102202
2024-04-26,6.845228282,79.86115843
2024-11-13,7.004338632,79.77488773
2024-10-05,6.950700877,79.9221571
2024-05-06,6.893309161,79.79431874
2024-05-08,6.844818881,79.88731914
2024-02-27,6.9365116,79.81206566
2024-05-01,6.986850866,79.9039456
2024-01-01,6.886816898,79.90718668
2024-08-26,6.881153011,79.89301194
2024-10-16,6.858369377,79.89609244
2024-04-05,6.880032328,79.87435356
2024-05-05,6.868084481,79.90221415
2024-04-27,6.847979203,79.80047162
2024-02-17,6.870187654,79.77795152
2024-03-29,6.971246399,79.94849533
2024-08-24,6.977261764,79.92665654
2024-09-28,6.838092371,79.79184145
2024-07-07,6.937734295,79.94793564
2024-07-10,6.956057285,79.83835517
2024-03-09,6.863343118,79.79818791
2024-10-04,6.902370847,79.90000764
2024-12-14,6.842743115,79.92512203
2024-09-03,7.006658817,79.93177217
2024-03-16,7.001519263,79.77323161
2024-06-02,7.013188706,79.83694314
2024-05-23,6.993637138,79.80435421
2024-03-26,6.917464999,79.77846351
2024-07-03,6.84423081,79.94165687
2024-10-11,6.983065155,79.86661358
2024-08-07,6.931687058,79.90635023
2024-03-09,6.898571853,79.90873061
2024-02-16,6.924398807,79.88623271
2024-04-03,7.010853054,79.85599363
2024-08-25,6.912398137,79.93484554
2024-07-22,6.999637026,79.9505765
2024-08-05,6.936264504,79.83293268
2024-12-06,6.880323435,79.77663612
2024-02-08,6.967952004,79.81282457
2024-04-09,6.946314574,79.93681364
2024-10-15,7.008219569,79.77124792
2024-09-10,6.894140546,79.92243583
2024-08-09,6.933666704,79.9170144
2024-12-22,6.990761853,79.85078637
2024-01-23,6.90169152,79.85311091
2024-09-06,6.954630667,79.83708871
2024-01-10,6.976647439,79.93452675
2024-09-02,6.887876793,79.94559799
2024-11-20,6.949212657,79.92983956
2024-04-09,6.855733592,79.81609583
2024-10-16,6.894851185,79.82541122
2024-06-28,6.867975884,79.92803035
2024-08-10,6.912435521,79.94526049
2024-09-06,6.942140066,79.79556678
2024-05-26,6.935371119,79.95078096
2024-04-05,6.938842646,79.77078675
2024-09-13,7.005132415,79.81308198
2024-11-20,6.961069199,79.86393712
2024-01-04,6.895646623,79.82174797
2024-01-16,7.004354029,79.93596665
2024-10-06,6.929466638,79.81736565
2024-12-01,6.855449916,79.79886686
2024-09-03,6.93110932,79.82632016
2024-09-14,6.844589755,79.85306265
2024-06-08,6.971458431,79.93229466
2024-12-05,6.942466495,79.90172866
2024-05-31,6.902608193,79.86051721
2024-06-26,6.968474208,79.90252113
2024-06-11,6.913501129,79.86912584
2024-02-02,7.003470331,79.88515824
2024-06-27,6.952789122,79.91286003
2024-04-10,6.857770792,79.86535362
2024-09-24,7.009880493,79.83609066
2024-11-18,6.890149756,79.87956976
2024-03-05,6.876851248,79.87135433
2024-06-16,6.865055317,79.87568292
2024-11-25,6.9455467,79.84638927
2024-02-12,6.90597323,79.81499938
2024-02-13,6.896635551,79.86089978
2024-10-11,6.881633135,79.9125359
2024-01-12,6.964764007,79.81932784
2024-04-04,6.854565795,79.77048013
2024-10-28,6.94452682,79.80881105
2024-09-09,6.839277022,79.83562326
2024-08-29,7.010342966,79.89567559
2024-02-04,6.991561928,79.79671834
2024-08-02,6.850214983,79.77254016
2024-12-02,7.009201314,79.82493578
2024-03-30,6.919803593,79.8420555
2024-09-20,6.968623772,79.82670766
2024-04-02,6.933487907,79.95115071
2024-03-30,6.917021361,79.87050605
2024-04-24,6.927555507,79.91622983
2024-04-14,6.885089127,79.80138282
2024-07-14,6.972882551,79.84588427
2024-11-09,7.001645227,79.88736564
2024-04-23,6.938693353,79.78323577
2024-03-15,6.968615659,79.89496727
2024-08-04,6.952338185,79.8190744
2024-10-03,7.007593571,79.8288295
2024-09-05,6.864438911,79.94962949
2024-06-12,6.971468699,79.84573339
2024-12-22,7.005643501,79.78698572
2024-07-10,6.852804724,79.89431579
2024-08-14,6.869076946,79.93691295
2024-06-25,6.988425977,79.82605466
2024-04-08,6.997161186,79.77823179
2024-02-05,6.935863577,79.94025686
2024-04-05,6.991132969,79.83507658
2024-05-31,6.869959538,79.80866164
2024-05-30,6.929714032,79.87876478
2024-07-08,6.842922399,79.84550917
2024-08-11,6.98662921,79.85109542
2024-02-06,6.867491962,79.94375946
2024-09-24,6.884987485,79.91536625
2024-07-01,6.871927778,79.84725546
2024-01-13,6.925374331,79.86131531
2024-10-05,6.930068265,79.81127658
2024-08-04,6.929967662,79.85788077
2024-12-20,6.874617027,79.94980925
2024-12-26,6.992967278,79.93154708
2024-10-12,6.960536225,79.79946958
2024-09-29,6.93936884,79.91954293
2024-03-02,6.843989457,79.8604455
2024-03-24,6.908383402,79.80894917
2024-08-04,6.905163064,79.94895726
2024-12-07,6.967324023,79.82481496
2024-07-05,6.946082892,79.81521682
2024-01-19,6.947071875,79.93310627
2024-06-25,6.937348072,79.90355239
2024-04-09,6.918692612,79.86557861
2024-08-20,6.962248663,79.9179031
2024-03-16,6.95582998,79.94786723
2024-09-21,6.984725691,79.91150599
2024-10-10,6.989280465,79.82148867
2024-07-24,6.914856244,79.87290035
2024-08-10,6.92032276,79.92426536
2024-02-21,6.84188712,79.80841386
2024-12-04,6.995875953,79.78117443
2024-05-23,6.877908703,79.83420118
2024-03-09,6.972278479,79.8721231
2024-04-08,7.009010757,79.81180793
2024-01-25,6.994148722,79.82179769
2024-02-22,6.88124383,79.86090509
2024-05-30,6.84983955,79.84020113
2024-05-23,6.90109567,79.7995067
2024-02-26,6.99210808,79.84048839
2024-02-08,7.013932465,79.93374903
2024-04-18,6.872110937,79.8621297
2024-06-29,6.945443088,79.91909296
2024-02-11,6.99658518,79.8837099
2024-07-04,6.843340397,79.85780158
2024-08-10,6.99643397,79.90005835
2024-05-01,6.993792242,79.89279637
2024-05-12,6.844944146,79.94614559
2024-06-11,7.002418656,79.79342228
2024-08-02,6.857314625,79.86829295
2024-08-08,6.973415466,79.83981384
2024-08-22,6.861583273,79.86311599
2024-11-26,6.897832637,79.83429585
2024-05-25,6.95322352,79.93118983
2024-08-26,6.937657069,79.89525081
2024-03-16,6.955919278,79.87048329
2024-01-09,6.893002369,79.83901902
2024-03-14,6.893893477,79.93697803
2024-09-09,6.985950211,79.87560195
2024-08-17,7.001378103,79.93133515
2024-01-07,7.004162054,79.81070054
2024-06-22,6.966289737,79.8810248
2024-05-20,6.969231646,79.81825215
2024-06-16,6.962200734,79.84483342
2024-06-18,6.98729672,79.91481038
2024-10-09,6.875092362,79.80381812
2024-05-01,6.966330941,79.87036145
2024-07-12,6.937407371,79.90703282
2024-01-05,6.991058701,79.81382062
2024-01-29,6.937107126,79.92090696
2024-06-13,6.994270121,79.82261372
2024-12-04,6.855776371,79.81270606
2024-05-15,7.007370183,79.85438988
2024-12-30,6.912428611,79.77282233
2024-11-16,6.846201745,79.89181917
2024-12-07,6.943285057,79.87490877
2024-05-24,6.856887906,79.83434835
2024-11-22,6.983380746,79.80219473
2024-08-04,6.996052658,79.79249638
2024-10-27,6.867487267,79.8571615
2024-05-11,7.007334217,79.83026204
2024-10-18,6.955607747,79.87729428
2024-03-10,6.863968944,79.81549101
2024-09-08,7.004605004,79.80399497
2024-10-01,6.962236917,79.94554442
2024-12-29,6.858542521,79.84290102
2024-06-30,6.877358044,79.810662
2024-06-15,6.858448801,79.8883443
2024-03-31,6.971486218,79.893289
2024-07-20,7.003614677,79.7968889
2024-12-11,6.894639707,79.83298917
2024-01-19,6.878826505,79.79625838
2024-02-08,6.92470423,79.9219025
2024-05-05,7.00899905,79.79392344
2024-06-21,6.985326528,79.92011313
2024-05-20,6.907096058,79.79041839
2024-08-29,7.015389731,79.88944093
2024-08-07,7.013982107,79.85823339
2024-05-05,6.908215856,79.81531288
2024-02-27,7.01423009,79.81641494
2024-05-27,6.841291488,79.86346308
2024-11-12,6.904946936,79.81788971
2024-12-26,6.951353715,79.83656406
2024-01-01,6.909487547,79.77463035
2024-12-13,6.943148816,79.79260397
2024-07-08,6.875533308,79.90060799
2024-07-09,6.893450041,79.80007094
2024-11-07,6.941050297,79.80945371
2024-04-26,6.885834813,79.8832237
2024-05-13,6.970318339,79.90469945
2024-02-27,6.923900615,79.85290466
2024-02-13,6.978927961,79.80548424
2024-06-21,6.864433774,79.89109299
2024-06-08,6.910794943,79.89931579
2024-06-21,6.883244184,79.82941335
2024-11-12,6.99857345,79.84698026
2024-10-29,6.943488013,79.78981081
2024-05-28,6.869231382,79.77696126
2024-03-20,6.913473119,79.94994147
2024-07-31,6.994464532,79.88532365
2024-07-21,6.992162431,79.87829222
2024-09-08,6.903454753,79.80194701
2024-08-16,6.95467635,79.80548724
2024-06-12,6.912222237,79.92033469
2024-08-14,6.860294469,79.7938655
2024-05-26,6.877442778,79.87062326
2024-01-20,6.882365492,79.86178044
2024-02-16,6.891421191,79.86233299
2024-08-20,6.887033594,79.94832469
2024-10-31,6.92578791,79.90542252
2024-01-14,6.963234515,79.85948648
2024-05-22,6.880048119,79.86314542
2024-01-01,6.9597075,79.85392514
2024-02-23,6.851771191,79.7737115
2024-09-15,6.896086812,79.79771386
2024-05-23,7.000287432,79.80236198
2024-01-12,6.90805184,79.89969315
2024-11-25,6.983932732,79.85715482
2024-08-11,6.869646849,79.81961632
2024-09-28,6.91249972,79.83662323
2024-12-23,6.89983383,79.79437959
2024-06-04,7.001570316,79.77584843
2024-01-08,6.916289573,79.9483808
2024-05-01,6.955879088,79.8349563
2024-12-13,6.863333799,79.94539524
2024-06-12,6.839529975,79.89412277
2024-03-30,6.995593238,79.77501421
2024-05-15,6.967672048,79.95174159
2024-07-04,6.952260805,79.84571379
2024-11-11,6.994559589,79.87103381
2024-06-26,6.972044297,79.87713233
2024-01-28,6.843909206,79.80913435
2024-08-07,6.851201545,79.78981183
2024-12-22,6.839785675,79.84689104
2024-02-10,6.869199393,79.92576073
2024-08-15,6.972151809,79.874482
2024-07-10,6.925121864,79.81688891
2024-05-24,6.922586751,79.88683383
2024-07-19,6.977952047,79.78527316
2024-07-30,6.964661205,79.90525671
2024-08-07,6.937725622,79.80934748
2024-08-27,6.934160286,79.86169095
2024-02-15,6.922723441,79.85405594
2024-02-04,6.85697848,79.80364337
2024-09-09,6.854547223,79.81445841
2024-03-22,6.884483204,79.81492997
2024-09-12,6.875015147,79.9039303
2024-07-15,6.984499171,79.82981944
2024-10-29,6.891988089,79.92364362
2024-01-10,6.949428631,79.823708
2024-11-07,6.965588701,79.8329928
2024-10-12,6.942695606,79.95061559
2024-08-29,6.891351239,79.93934266
2024-09-07,6.89478512,79.86851224
2024-12-30,6.919889872,79.9125949
2024-01-05,6.848017604,79.88427335
2024-04-28,6.974067017,79.85614415
2024-10-15,6.855981551,79.81488081
2024-03-05,6.9594734,79.9329739
2024-05-25,6.912975425,79.87216509
2024-08-11,6.878160367,79.84526627
2024-08-26,6.897692758,79.88942868
2024-06-25,7.014433144,79.91806617
2024-09-23,6.871634159,79.87529906
2024-12-06,6.848975985,79.81526387
2024-10-08,6.868040122,79.83135068
2024-03-03,6.959318733,79.86108988
2024-08-04,7.005101668,79.80906245
2024-12-07,6.90263318,79.83031738
