ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weatherconditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken(min),Scaled_Customer_Latitude,Scaled_Customer_Longitude,K-Means Label
0x8730 ,JAPRES09DEL03 ,29,4.8,26.911378,75.789034,27.00385364316322,75.85321922909004,2022-03-16,1900-01-01 17:15:00,17:20:00,conditions Stormy,Medium ,1,Meal ,scooter,1,No ,Urban ,(min) 26,0.5339309490144197,-0.09494876616574177,1
0x7a0c ,JAPRES09DEL01 ,39,4.7,26.911378,75.789034,27.01457250186421,75.85834427678058,2022-03-23,1900-01-01 21:45:00,21:55:00,conditions Fog,Jam ,0,Buffet ,motorcycle,3,Yes ,Semi-Urban ,(min) 54,0.7461389086381243,0.00408871903357235,1
0x6132 ,JAPRES09DEL03 ,22,4.6,26.911378,75.789034,26.920500914019804,75.85875557579533,2022-04-01,1900-01-01 18:35:00,18:40:00,conditions Sandstorms,Medium ,0,Meal ,motorcycle,1,No ,Metropolitian ,(min) 28,-1.1162552390876799,0.01203674655345634,0
0x8d78 ,JAPRES09DEL01 ,39,4.7,26.911378,75.789034,27.032563289472236,75.93907580571633,2022-03-06,1900-01-01 20:15:00,20:20:00,conditions Stormy,Jam ,1,Drinks ,scooter,1,No ,Metropolitian ,(min) 26,1.102313799717677,1.5641615388140728,1
0x93dc ,JAPRES09DEL03 ,21,4.7,26.911378,75.789034,26.9653273860652,75.89234414572734,2022-03-02,1900-01-01 20:30:00,20:40:00,conditions Fog,Jam ,0,Snack ,motorcycle,1,No ,Urban ,(min) 38,-0.22879749426228532,0.6611092427268961,1
0x9260 ,JAPRES09DEL03 ,28,4.4,26.911378,75.789034,26.920592464853524,75.80293697910487,2022-03-17,1900-01-01 23:35:00,23:45:00,conditions Stormy,Low ,0,Buffet ,motorcycle,1,No ,Metropolitian ,(min) 24,-1.11444274988828,-1.0666134002111727,0
0x99e3 ,JAPRES09DEL01 ,21,4.7,26.911378,75.789034,26.96801418432937,75.84395495746126,2022-03-12,1900-01-01 19:00:00,19:10:00,conditions Sunny,Medium ,0,Meal ,motorcycle,0,No ,Metropolitian ,(min) 22,-0.17560526610958116,-0.27397347378185305,0
0x3f5c ,JAPRES09DEL03 ,25,4.8,26.911378,75.789034,26.966984998421704,75.87162956788703,2022-03-09,1900-01-01 21:10:00,21:20:00,conditions Fog,Jam ,2,Snack ,motorcycle,1,No ,Urban ,(min) 23,-0.19598070416987862,0.26081644153871636,0
0x810a ,JAPRES09DEL02 ,30,4.8,26.911378,75.789034,26.989895596139302,75.87874502599526,2022-03-05,1900-01-01 23:15:00,23:20:00,conditions Windy,Low ,1,Meal ,motorcycle,0,No ,Metropolitian ,(min) 24,0.2575947492467998,0.3983170307295078,1
0xe38 ,JAPRES09DEL02 ,35,4.7,26.911378,75.789034,26.961345378215835,75.90774264242651,2022-03-10,1900-01-01 21:00:00,21:10:00,conditions Fog,Jam ,0,Buffet ,motorcycle,1,No ,Metropolitian ,(min) 50,-0.30763179784737904,0.9586729886703983,1
0x4ff6 ,JAPRES09DEL02 ,32,4.6,26.911378,75.789034,26.992801443841362,75.89702155458576,2022-03-31,1900-01-01 17:10:00,17:25:00,conditions Sunny,Medium ,1,Drinks ,scooter,1,No ,Metropolitian ,(min) 25,0.3151236363263902,0.7514964622336731,1
0xb494 ,JAPRES09DEL01 ,38,4.3,26.911378,75.789034,27.030619456886203,75.91323716461542,2022-03-12,1900-01-01 17:10:00,17:15:00,conditions Sunny,Medium ,0,Meal ,motorcycle,0,No ,Metropolitian ,(min) 39,1.0638305284628755,1.0648502757551508,1
0xa686 ,JAPRES09DEL03 ,23,4.9,26.911378,75.789034,26.926023041272,75.8074479964995,2022-03-28,1900-01-01 21:30:00,21:40:00,conditions Stormy,Jam ,0,Snack ,motorcycle,1,No ,Metropolitian ,(min) 26,-1.0069302270075584,-0.9794415638828021,0
0x1c66 ,JAPRES09DEL02 ,29,4.2,26.911378,75.789034,26.972132485190144,75.80519687140946,2022-03-21,1900-01-01 21:40:00,21:45:00,conditions Fog,Jam ,1,Buffet ,motorcycle,1,No ,Metropolitian ,(min) 32,-0.09407268440843469,-1.022942772310228,0
0x8388 ,JAPRES09DEL03 ,23,4.7,26.911378,75.789034,26.90843041236873,75.85888941885271,2022-03-11,1900-01-01 17:10:00,17:15:00,conditions Fog,Medium ,1,Drinks ,scooter,1,No ,Metropolitian ,(min) 14,-1.355222520816319,0.014623157571474449,0
0x695a ,JAPRES09DEL02 ,20,5,26.911378,75.789034,26.947883159298527,75.87967690596597,2022-03-08,1900-01-01 21:55:00,22:00:00,conditions Sunny,Jam ,1,Drinks ,motorcycle,1,No ,Metropolitian ,(min) 14,-0.5741517780189311,0.4163248726812641,0
0x9d7f ,JAPRES09DEL01 ,28,4.8,26.911378,75.789034,26.99626655372533,75.77995370516166,2022-04-05,1900-01-01 12:55:00,13:10:00,conditions Sandstorms,High ,1,Snack ,motorcycle,1,No ,Metropolitian ,(min) 18,0.38372458712360913,-1.5107469557259177,0
0x92bc ,JAPRES09DEL03 ,23,5,26.911378,75.789034,27.097941203307457,75.8891811542866,2022-03-12,1900-01-01 17:45:00,17:55:00,conditions Sunny,Medium ,0,Meal ,motorcycle,0,No ,Metropolitian ,(min) 25,2.3966413103644046,0.5999869396944386,1
0xb734 ,JAPRES09DEL02 ,37,3.9,26.911378,75.789034,27.072217734811648,75.9353841769108,2022-03-02,1900-01-01 21:40:00,21:55:00,conditions Windy,Jam ,2,Meal ,scooter,1,No ,Metropolitian ,(min) 37,1.887377692267083,1.4928237376335105,1
0x3812 ,JAPRES09DEL01 ,33,4.9,26.911378,75.789034,26.901839376917337,75.74954015838463,2022-03-13,1900-01-01 08:45:00,08:50:00,conditions Sandstorms,Low ,1,Meal ,motorcycle,1,No ,Metropolitian ,(min) 24,-1.485709378042868,-2.098464645523751,0
0x1dd5 ,JAPRES09DEL03 ,32,4.4,26.911378,75.789034,26.961145211400638,75.84511480514175,2022-04-02,1900-01-01 21:15:00,21:30:00,conditions Windy,Jam ,2,Meal ,scooter,1,No ,Metropolitian ,(min) 36,-0.3115946256653762,-0.2515603364950818,0
0x8108 ,JAPRES09DEL01 ,30,4.7,26.911378,75.789034,26.939801302651215,75.80390737893667,2022-03-21,1900-01-01 08:20:00,08:30:00,conditions Cloudy,Low ,0,Drinks ,motorcycle,1,No ,Urban ,(min) 24,-0.7341533562596193,-1.0478611924694352,0
0x3b48 ,JAPRES09DEL01 ,32,4.8,26.911378,75.789034,26.945393249373957,75.84822351976926,2022-03-07,1900-01-01 15:25:00,15:30:00,conditions Cloudy,Medium ,2,Meal ,motorcycle,1,No ,Metropolitian ,(min) 15,-0.6234460843886034,-0.19148688986556103,0
0x9a03 ,JAPRES09DEL02 ,35,4.7,26.911378,75.789034,27.00358182348448,75.93423012595025,2022-04-06,1900-01-01 19:20:00,19:35:00,conditions Sandstorms,Jam ,0,Drinks ,motorcycle,1,Yes ,Semi-Urban ,(min) 52,0.528549564576002,1.4705226173657377,1
0x5706 ,JAPRES09DEL02 ,32,4.9,26.911378,75.789034,27.04089569101113,75.89146093094605,2022-03-23,1900-01-01 21:15:00,21:25:00,conditions Cloudy,Jam ,1,Meal ,motorcycle,1,No ,Metropolitian ,(min) 40,1.267275572109617,0.6440418169953221,1
0x149b ,JAPRES09DEL03 ,37,4.9,26.911378,75.789034,26.95481685211152,75.90025192213476,2022-03-14,1900-01-01 20:40:00,20:50:00,conditions Fog,Jam ,2,Drinks ,motorcycle,1,No ,Metropolitian ,(min) 48,-0.4368811183761428,0.8139207551650999,1
0x477b ,JAPRES09DEL03 ,25,5,26.911378,75.789034,26.982310040207878,75.79275890874968,2022-03-19,1900-01-01 20:35:00,20:45:00,conditions Sandstorms,Jam ,2,Drinks ,motorcycle,1,No ,Metropolitian ,(min) 29,0.10741874714404558,-1.263296544061848,0
0xe74 ,JAPRES09DEL03 ,NaN ,NaN ,26.911378,75.789034,26.947255998160003,75.83157396981593,2022-03-26,1900-01-01 23:50:00,00:05:00,conditions Cloudy,Low ,2,Meal ,motorcycle,0,No ,Metropolitian ,(min) 16,-0.5865680799102194,-0.5132262485297474,0
0x3c9e ,JAPRES09DEL01 ,33,5,26.911378,75.789034,26.9376302284354,75.8236831405118,2022-03-17,1900-01-01 10:55:00,11:05:00,conditions Stormy,Low ,1,Buffet ,motorcycle,0,No ,Metropolitian ,(min) 27,-0.7771354723954963,-0.6657102716268471,0
0x9948 ,JAPRES09DEL02 ,32,4,26.911378,75.789034,26.97254910760894,75.88399728990473,2022-03-14,1900-01-01 23:10:00,23:25:00,conditions Fog,Low ,0,Drinks ,motorcycle,1,No ,Metropolitian ,(min) 44,-0.08582454942572237,0.49981286854521934,1
0x40e8 ,JAPRES09DEL03 ,28,4.6,26.911378,75.789034,27.05338480211778,75.96395634104942,2022-03-04,1900-01-01 21:40:00,21:50:00,conditions Cloudy,Jam ,0,Meal ,motorcycle,NaN ,No ,Metropolitian ,(min) 39,1.5145303274326867,2.0449581671753005,1
0x68d4 ,JAPRES09DEL03 ,22,4.8,26.911378,75.789034,27.006049027934328,75.89479528923003,2022-03-04,1900-01-01 21:20:00,21:25:00,conditions Sunny,Jam ,1,Meal ,motorcycle,0,No ,NaN ,(min) 14,0.5773943564406537,0.7084756484713252,1
0x5875 ,JAPRES09DEL03 ,31,4.6,26.911378,75.789034,26.909863445552553,75.82586486033355,2022-03-26,1900-01-01 18:30:00,18:45:00,conditions Cloudy,Medium ,1,Snack ,motorcycle,1,No ,Urban ,(min) 19,-1.3268518652740535,-0.6235502650079192,0
0x2943 ,JAPRES09DEL02 ,21,4.8,26.911378,75.789034,27.008336462776455,75.79840147678281,2022-03-17,1900-01-01 20:35:00,20:50:00,conditions Sunny,Jam ,1,Meal ,scooter,1,No ,Metropolitian ,(min) 18,0.6226801367798631,-1.1542583883585367,0
0x22b8 ,JAPRES09DEL02 ,34,4.6,26.911378,75.789034,27.018891282336114,75.85580558030594,2022-04-06,1900-01-01 23:15:00,23:20:00,conditions Sandstorms,Low ,0,Snack ,motorcycle,1,No ,Metropolitian ,(min) 28,0.8316405107742108,-0.04496957851109409,1
0x20d5 ,JAPRES09DEL03 ,32,4.5,26.911378,75.789034,27.09532789415642,75.90555423676817,2022-03-10,1900-01-01 19:00:00,19:10:00,conditions Sandstorms,Medium ,2,Snack ,scooter,1,No ,Urban ,(min) 26,2.344903992215376,0.9163837835575538,1
0xb33b ,JAPRES09DEL02 ,29,4.8,26.911378,75.789034,27.030860735042765,75.84343296433791,2022-04-02,1900-01-01 20:20:00,20:30:00,conditions Cloudy,Jam ,1,Buffet ,scooter,1,No ,Metropolitian ,(min) 41,1.0686072632565715,-0.2840605772294981,1
0x98a3 ,JAPRES09DEL03 ,30,5,26.911378,75.789034,27.011167997881106,75.92633505547525,2022-04-04,1900-01-01 21:00:00,21:05:00,conditions Sunny,Jam ,1,Meal ,motorcycle,1,No ,Metropolitian ,(min) 15,0.6787378108217221,1.3179566370025448,1
0x183a ,JAPRES09DEL01 ,26,4.9,26.911378,75.789034,26.99356542350231,75.81834377246668,2022-03-30,1900-01-01 16:30:00,16:35:00,conditions Stormy,Medium ,2,Buffet ,motorcycle,0,No ,Metropolitian ,(min) 24,0.3302486202044775,-0.7688893278371977,0
0x438b ,JAPRES09DEL01 ,34,4.6,26.911378,75.789034,26.94022725020519,75.8982386555177,2022-03-31,1900-01-01 22:45:00,22:55:00,conditions Stormy,Low ,2,Drinks ,motorcycle,1,No ,Metropolitian ,(min) 18,-0.7257206057348515,0.7750159732336266,0
0x88d1 ,JAPRES09DEL03 ,37,4,26.911378,75.789034,26.910976286241915,75.83214786259973,2022-03-21,1900-01-01 20:50:00,20:55:00,conditions Cloudy,Jam ,2,Meal ,scooter,2,No ,Metropolitian ,(min) 36,-1.3048202611020483,-0.5021362252728709,0
0x8bb2 ,JAPRES09DEL03 ,34,4.7,26.911378,75.789034,26.955900728891052,75.90851513035417,2022-03-25,1900-01-01 19:00:00,19:05:00,conditions Cloudy,Medium ,0,Buffet ,motorcycle,1,No ,Metropolitian ,(min) 37,-0.41542293086903825,0.9736007057029058,1
0x4933 ,JAPRES09DEL02 ,22,4.5,26.911378,75.789034,26.943911033076326,75.83929770931051,2022-03-28,1900-01-01 22:20:00,22:25:00,conditions Cloudy,Low ,0,Drinks ,motorcycle,1,No ,Metropolitian ,(min) 20,-0.6527904488415411,-0.3639711035894151,0
0xa6d9 ,JAPRES09DEL03 ,28,4.9,26.911378,75.789034,26.96024572896895,75.85672438846264,2022-04-03,1900-01-01 22:45:00,22:55:00,conditions Fog,Low ,1,Drinks ,scooter,0,No ,Metropolitian ,(min) 14,-0.32940224277000596,-0.027214339006125174,0
0x9da0 ,JAPRES09DEL03 ,38,4.3,26.911378,75.789034,26.94851290317739,75.84828576938189,2022-03-01,1900-01-01 18:20:00,18:25:00,conditions Fog,Medium ,0,Drinks ,motorcycle,1,No ,Metropolitian ,(min) 33,-0.5616843439993968,-0.19028396543220677,0
0x38f2 ,JAPRES09DEL03 ,38,4.9,26.911378,75.789034,26.974251750915194,75.7885582987798,2022-03-30,1900-01-01 20:55:00,21:05:00,conditions Sandstorms,Jam ,2,Meal ,motorcycle,0,No ,Metropolitian ,(min) 27,-0.052116253415304375,-1.34447000289366,0
0x4306 ,JAPRES09DEL01 ,29,4.8,26.911378,75.789034,26.96705333266936,75.88127921152615,2022-03-16,1900-01-01 18:20:00,18:30:00,conditions Sandstorms,Medium ,0,Meal ,motorcycle,1,No ,Metropolitian ,(min) 30,-0.19462784826687332,0.44728815786089965,1
0x1251 ,JAPRES09DEL03 ,23,4.8,26.911378,75.789034,26.91947145096874,75.79711123624409,2022-03-24,1900-01-01 20:30:00,20:40:00,conditions Windy,Jam ,1,Drinks ,motorcycle,1,No ,Metropolitian ,(min) 29,-1.1366361639294558,-1.1791912642990097,0
0x6286 ,JAPRES09DEL03 ,28,4.9,26.911378,75.789034,26.975647608315825,75.80146559664315,2022-03-05,1900-01-01 19:20:00,19:35:00,conditions Windy,Jam ,2,Meal ,scooter,0,No ,Metropolitian ,(min) 16,-0.02448159013849622,-1.0950467002648852,0
0x8f00 ,JAPRES09DEL01 ,37,3.8,26.911378,75.789034,26.945470422497475,75.87358122959071,2022-04-02,1900-01-01 19:00:00,19:15:00,conditions Windy,Medium ,1,Drinks ,scooter,1,No ,Metropolitian ,(min) 36,-0.6219182397237518,0.2985307573390513,0
0x27e5 ,JAPRES09DEL02 ,28,4.8,26.911378,75.789034,26.991597698075402,75.8067450679407,2022-03-09,1900-01-01 20:30:00,20:45:00,conditions Sunny,Jam ,2,Snack ,scooter,NaN ,No ,Metropolitian ,(min) 14,0.29129232741321803,-0.993025101235577,0
0x6366 ,JAPRES09DEL01 ,26,4.7,26.911378,75.789034,26.978833064367976,75.9430798584353,2022-03-16,1900-01-01 20:20:00,20:35:00,conditions Cloudy,Jam ,2,Buffet ,scooter,0,No ,Metropolitian ,(min) 38,0.038582878584791334,1.641536684536922,1
0xb184 ,JAPRES09DEL01 ,31,4.5,26.911378,75.789034,27.03006669366005,75.90442685770026,2022-03-08,1900-01-01 19:30:00,19:40:00,conditions Sunny,Jam ,1,Snack ,scooter,0,No ,Metropolitian ,(min) 25,1.0528871286430637,0.894598076478533,1
0x412f ,JAPRES09DEL01 ,25,5,26.911378,75.789034,26.948602476929665,75.84052043902206,2022-03-15,1900-01-01 09:30:00,09:40:00,conditions Sunny,Low ,2,Drinks ,scooter,1,No ,Metropolitian ,(min) 23,-0.5599109963197609,-0.3403428208842207,0
0xa1ec ,JAPRES09DEL03 ,31,4.8,26.911378,75.789034,26.91124956815342,75.80604987002555,2022-03-28,1900-01-01 20:10:00,20:15:00,conditions Windy,Jam ,0,Drinks ,motorcycle,1,No ,Metropolitian ,(min) 30,-1.2994099279257234,-1.0064592500258969,0
0x1556 ,JAPRES09DEL01 ,22,4.7,26.911378,75.789034,26.87193021171236,75.75057966165289,2022-03-09,1900-01-01 08:45:00,08:50:00,conditions Cloudy,Low ,2,Snack ,scooter,1,No ,Urban ,(min) 17,-2.0778398556664,-2.078377068634486,0
0x6f15 ,JAPRES09DEL01 ,37,4.6,26.911378,75.789034,26.98292414284548,75.87186585625876,2022-03-09,1900-01-01 13:40:00,13:50:00,conditions Stormy,High ,1,Meal ,scooter,1,No ,Urban ,(min) 34,0.11957652171318295,0.2653825270723164,1
0x850d ,JAPRES09DEL03 ,31,4.2,26.911378,75.789034,27.072063734384763,75.92185241483173,2022-03-16,1900-01-01 18:10:00,18:15:00,conditions Fog,Medium ,2,Snack ,scooter,0,No ,Metropolitian ,(min) 39,1.8843288493555228,1.231333158901946,1
0x9fc ,JAPRES09DEL02 ,20,5,26.911378,75.789034,26.954278716804097,75.85569948190437,2022-03-03,1900-01-01 08:20:00,08:25:00,conditions Fog,Low ,2,Meal ,scooter,0,No ,Urban ,(min) 11,-0.4475349201264269,-0.047019846042247335,0
0x18dc ,JAPRES09DEL02 ,NaN ,NaN ,26.911378,75.789034,26.958505034668594,75.85539599770892,2022-04-03,1900-01-01 11:20:00,11:35:00,conditions Sandstorms,High ,2,Snack ,scooter,1,No ,Metropolitian ,(min) 32,-0.3638638581445029,-0.05288443761858628,0
0x9e2a ,JAPRES09DEL01 ,27,4.6,26.911378,75.789034,26.978782465173406,75.93433494554674,2022-04-02,1900-01-01 22:40:00,22:45:00,conditions Stormy,Low ,0,Meal ,motorcycle,0,No ,Urban ,(min) 18,0.037581134636325675,1.4725481730019985,1
0x583b ,JAPRES09DEL03 ,25,4.8,26.911378,75.789034,26.987224572854426,75.85847888920696,2022-03-18,1900-01-01 17:35:00,17:50:00,conditions Cloudy,Medium ,2,Snack ,scooter,1,No ,Metropolitian ,(min) 26,0.20471482824004983,0.006689997497724376,1
0x8527 ,JAPRES09DEL03 ,27,3.7,26.911378,75.789034,26.932964905952513,75.8375437728602,2022-03-03,1900-01-01 21:30:00,21:35:00,conditions Sunny,Jam ,0,Snack ,motorcycle,3,No ,Metropolitian ,(min) 53,-0.8694977837848943,-0.3978645355586581,0
0xa5f5 ,JAPRES09DEL02 ,30,4.8,26.911378,75.789034,26.967688342587557,75.84414766715169,2022-03-17,1900-01-01 09:55:00,10:00:00,conditions Windy,Low ,2,Buffet ,motorcycle,0,No ,Urban ,(min) 24,-0.1820561591681726,-0.27024951173007505,0
0x5f76 ,JAPRES09DEL01 ,23,4.9,26.911378,75.789034,27.033707812682753,75.88072620051562,2022-03-25,1900-01-01 20:55:00,21:10:00,conditions Windy,Jam ,2,Buffet ,scooter,1,No ,Metropolitian ,(min) 17,1.1249726426058,0.4366016583243353,1
0x5c18 ,JAPRES09DEL01 ,38,4.7,26.911378,75.789034,26.904467802485264,75.76598327466861,2022-03-30,1900-01-01 09:40:00,09:45:00,conditions Fog,Low ,1,Buffet ,motorcycle,1,No ,Metropolitian ,(min) 18,-1.433672790720275,-1.7807144539282767,0
0xae18 ,JAPRES09DEL03 ,35,4.9,26.911378,75.789034,26.927733835028604,75.85471412624584,2022-04-01,1900-01-01 22:50:00,23:05:00,conditions Fog,Low ,1,Meal ,motorcycle,1,No ,Metropolitian ,(min) 17,-0.9730605714263642,-0.06606106328353889,0
0x5610 ,JAPRES09DEL02 ,24,4.8,26.911378,75.789034,27.022476232171567,75.96264947741608,2022-03-10,1900-01-01 20:00:00,20:10:00,conditions Stormy,Jam ,1,Drinks ,motorcycle,1,No ,Metropolitian ,(min) 20,0.9026140081545375,2.0197040631044483,1
0x653a ,JAPRES09DEL02 ,32,4.6,26.911378,75.789034,27.023896332202675,75.93863697966749,2022-03-08,1900-01-01 22:40:00,22:45:00,conditions Cloudy,Low ,1,Meal ,motorcycle,0,No ,Urban ,(min) 27,0.930728617971645,1.5556815731745663,1
0x41bc ,JAPRES09DEL01 ,29,4.9,26.911378,75.789034,26.944338617833807,75.80604011700895,2022-03-26,1900-01-01 08:15:00,08:25:00,conditions Fog,Low ,0,Buffet ,motorcycle,1,No ,Metropolitian ,(min) 17,-0.6443252855734581,-1.006647719342745,0
0x6a1a ,JAPRES09DEL02 ,37,4.7,26.911378,75.789034,26.94513374713552,75.76875164937708,2022-03-19,1900-01-01 10:10:00,10:15:00,conditions Sunny,Low ,0,Meal ,motorcycle,0,No ,Metropolitian ,(min) 25,-0.6285836127460859,-1.7272178065269375,0
0x2283 ,JAPRES09DEL02 ,37,5,26.911378,75.789034,27.080099274257634,75.93053472266992,2022-03-14,1900-01-01 19:30:00,19:45:00,conditions Sandstorms,Jam ,0,Snack ,motorcycle,1,No ,Metropolitian ,(min) 46,2.0434134654013927,1.399111877450696,1
0x945a ,JAPRES09DEL01 ,25,4.6,26.911378,75.789034,26.948599492516195,75.87803938501042,2022-03-26,1900-01-01 12:30:00,12:40:00,conditions Stormy,High ,0,Drinks ,motorcycle,1,No ,Metropolitian ,(min) 23,-0.5599700806225619,0.384681077893317,0
0x790a ,JAPRES09DEL01 ,29,5,26.911378,75.789034,26.983337424593827,75.86304240152366,2022-03-20,1900-01-01 22:45:00,22:50:00,conditions Cloudy,Low ,0,Snack ,motorcycle,0,No ,Metropolitian ,(min) 20,0.1277585193505247,0.09487625659450309,1
0x4dd3 ,JAPRES09DEL02 ,22,4.9,26.911378,75.789034,26.952702478722298,75.81086696523637,2022-03-15,1900-01-01 10:40:00,10:45:00,conditions Stormy,Low ,1,Buffet ,motorcycle,0,No ,Urban ,(min) 12,-0.47874069273251457,-0.913372702455561,0
0xfec ,JAPRES09DEL02 ,27,4.5,26.911378,75.789034,26.98745650486169,75.8767713071928,2022-03-01,1900-01-01 22:50:00,23:05:00,conditions Sandstorms,Low ,1,Buffet ,motorcycle,1,No ,Metropolitian ,(min) 18,0.20930653146198983,0.36017647897482236,1
0x590b ,JAPRES09DEL02 ,26,4.9,26.911378,75.789034,26.96750571975695,75.86311086177543,2022-03-30,1900-01-01 18:25:00,18:40:00,conditions Stormy,Medium ,0,Meal ,motorcycle,1,No ,Metropolitian ,(min) 20,-0.18567165773429167,0.09619919670757311,0
0x58d4 ,JAPRES09DEL03 ,32,4.3,26.911378,75.789034,27.078474717995455,75.94873557409953,2022-04-06,1900-01-01 23:10:00,23:15:00,conditions Cloudy,Low ,0,Drinks ,motorcycle,1,No ,Metropolitian ,(min) 44,2.011251107513506,1.7508289077920898,1
