ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weatherconditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken(min)
0x8388 ,JAPRES09DEL03 ,23,4.7,26.911378,75.789034,26.941378,75.819034,2022-03-11,1900-01-01 17:10:00,17:15:00,conditions Fog,Medium ,1,Drinks ,scooter,1,No ,Metropolitian ,(min) 14
0x695a ,JAPRES09DEL02 ,20,5,26.911378,75.789034,26.991378,75.869034,2022-03-08,1900-01-01 21:55:00,22:00:00,conditions Sunny,Jam ,1,Drinks ,motorcycle,1,No ,Metropolitian ,(min) 14
0x9d7f ,JAPRES09DEL01 ,28,4.8,26.911378,75.789034,26.951378,75.829034,2022-04-05,1900-01-01 12:55:00,13:10:00,conditions Sandstorms,High ,1,Snack ,motorcycle,1,No ,Metropolitian ,(min) 18
0x92bc ,JAPRES09DEL03 ,23,5,26.911378,75.789034,27.051378,75.929034,2022-03-12,1900-01-01 17:45:00,17:55:00,conditions Sunny,Medium ,0,Meal ,motorcycle,0,No ,Metropolitian ,(min) 25
0xb734 ,JAPRES09DEL02 ,37,3.9,26.911378,75.789034,27.041378,75.919034,2022-03-02,1900-01-01 21:40:00,21:55:00,conditions Windy,Jam ,2,Meal ,scooter,1,No ,Metropolitian ,(min) 37
0x3812 ,JAPRES09DEL01 ,33,4.9,26.911378,75.789034,26.921378,75.799034,2022-03-13,1900-01-01 08:45:00,08:50:00,conditions Sandstorms,Low ,1,Meal ,motorcycle,1,No ,Metropolitian ,(min) 24
0x1dd5 ,JAPRES09DEL03 ,32,4.4,26.911378,75.789034,27.001378,75.879034,2022-04-02,1900-01-01 21:15:00,21:30:00,conditions Windy,Jam ,2,Meal ,scooter,1,No ,Metropolitian ,(min) 36
0x8108 ,JAPRES09DEL01 ,30,4.7,26.911378,75.789034,26.921378,75.799034,2022-03-21,1900-01-01 08:20:00,08:30:00,conditions Cloudy,Low ,0,Drinks ,motorcycle,1,No ,Urban ,(min) 24
0x3b48 ,JAPRES09DEL01 ,32,4.8,26.911378,75.789034,26.951378,75.829034,2022-03-07,1900-01-01 15:25:00,15:30:00,conditions Cloudy,Medium ,2,Meal ,motorcycle,1,No ,Metropolitian ,(min) 15
0x9a03 ,JAPRES09DEL02 ,35,4.7,26.911378,75.789034,27.041378,75.919034,2022-04-06,1900-01-01 19:20:00,19:35:00,conditions Sandstorms,Jam ,0,Drinks ,motorcycle,1,Yes ,Semi-Urban ,(min) 52
0x5706 ,JAPRES09DEL02 ,32,4.9,26.911378,75.789034,27.041378,75.919034,2022-03-23,1900-01-01 21:15:00,21:25:00,conditions Cloudy,Jam ,1,Meal ,motorcycle,1,No ,Metropolitian ,(min) 40
0x149b ,JAPRES09DEL03 ,37,4.9,26.911378,75.789034,27.001378,75.879034,2022-03-14,1900-01-01 20:40:00,20:50:00,conditions Fog,Jam ,2,Drinks ,motorcycle,1,No ,Metropolitian ,(min) 48
0x477b ,JAPRES09DEL03 ,25,5,26.911378,75.789034,26.941378,75.819034,2022-03-19,1900-01-01 20:35:00,20:45:00,conditions Sandstorms,Jam ,2,Drinks ,motorcycle,1,No ,Metropolitian ,(min) 29
0xe74 ,JAPRES09DEL03 ,NaN ,NaN ,26.911378,75.789034,26.971378,75.849034,2022-03-26,1900-01-01 23:50:00,00:05:00,conditions Cloudy,Low ,2,Meal ,motorcycle,0,No ,Metropolitian ,(min) 16
0x3c9e ,JAPRES09DEL01 ,33,5,26.911378,75.789034,26.921378,75.799034,2022-03-17,1900-01-01 10:55:00,11:05:00,conditions Stormy,Low ,1,Buffet ,motorcycle,0,No ,Metropolitian ,(min) 27
0x9948 ,JAPRES09DEL02 ,32,4,26.911378,75.789034,26.991378,75.869034,2022-03-14,1900-01-01 23:10:00,23:25:00,conditions Fog,Low ,0,Drinks ,motorcycle,1,No ,Metropolitian ,(min) 44
0x40e8 ,JAPRES09DEL03 ,28,4.6,26.911378,75.789034,27.051378,75.929034,2022-03-04,1900-01-01 21:40:00,21:50:00,conditions Cloudy,Jam ,0,Meal ,motorcycle,NaN ,No ,Metropolitian ,(min) 39
0x68d4 ,JAPRES09DEL03 ,22,4.8,26.911378,75.789034,27.001378,75.879034,2022-03-04,1900-01-01 21:20:00,21:25:00,conditions Sunny,Jam ,1,Meal ,motorcycle,0,No ,NaN ,(min) 14
0x5875 ,JAPRES09DEL03 ,31,4.6,26.911378,75.789034,26.941378,75.819034,2022-03-26,1900-01-01 18:30:00,18:45:00,conditions Cloudy,Medium ,1,Snack ,motorcycle,1,No ,Urban ,(min) 19
0x2943 ,JAPRES09DEL02 ,21,4.8,26.911378,75.789034,26.961378,75.839034,2022-03-17,1900-01-01 20:35:00,20:50:00,conditions Sunny,Jam ,1,Meal ,scooter,1,No ,Metropolitian ,(min) 18
0x22b8 ,JAPRES09DEL02 ,34,4.6,26.911378,75.789034,26.991378,75.869034,2022-04-06,1900-01-01 23:15:00,23:20:00,conditions Sandstorms,Low ,0,Snack ,motorcycle,1,No ,Metropolitian ,(min) 28
0x20d5 ,JAPRES09DEL03 ,32,4.5,26.911378,75.789034,27.051378,75.929034,2022-03-10,1900-01-01 19:00:00,19:10:00,conditions Sandstorms,Medium ,2,Snack ,scooter,1,No ,Urban ,(min) 26
0xb33b ,JAPRES09DEL02 ,29,4.8,26.911378,75.789034,26.991378,75.869034,2022-04-02,1900-01-01 20:20:00,20:30:00,conditions Cloudy,Jam ,1,Buffet ,scooter,1,No ,Metropolitian ,(min) 41
0x98a3 ,JAPRES09DEL03 ,30,5,26.911378,75.789034,27.001378,75.879034,2022-04-04,1900-01-01 21:00:00,21:05:00,conditions Sunny,Jam ,1,Meal ,motorcycle,1,No ,Metropolitian ,(min) 15
0x183a ,JAPRES09DEL01 ,26,4.9,26.911378,75.789034,26.951378,75.829034,2022-03-30,1900-01-01 16:30:00,16:35:00,conditions Stormy,Medium ,2,Buffet ,motorcycle,0,No ,Metropolitian ,(min) 24
0x438b ,JAPRES09DEL01 ,34,4.6,26.911378,75.789034,26.981378,75.859034,2022-03-31,1900-01-01 22:45:00,22:55:00,conditions Stormy,Low ,2,Drinks ,motorcycle,1,No ,Metropolitian ,(min) 18
0x88d1 ,JAPRES09DEL03 ,37,4,26.911378,75.789034,26.941378,75.819034,2022-03-21,1900-01-01 20:50:00,20:55:00,conditions Cloudy,Jam ,2,Meal ,scooter,2,No ,Metropolitian ,(min) 36
0x8bb2 ,JAPRES09DEL03 ,34,4.7,26.911378,75.789034,27.001378,75.879034,2022-03-25,1900-01-01 19:00:00,19:05:00,conditions Cloudy,Medium ,0,Buffet ,motorcycle,1,No ,Metropolitian ,(min) 37
0x4933 ,JAPRES09DEL02 ,22,4.5,26.911378,75.789034,26.961378,75.839034,2022-03-28,1900-01-01 22:20:00,22:25:00,conditions Cloudy,Low ,0,Drinks ,motorcycle,1,No ,Metropolitian ,(min) 20
0xa6d9 ,JAPRES09DEL03 ,28,4.9,26.911378,75.789034,26.971378,75.849034,2022-04-03,1900-01-01 22:45:00,22:55:00,conditions Fog,Low ,1,Drinks ,scooter,0,No ,Metropolitian ,(min) 14
0x9da0 ,JAPRES09DEL03 ,38,4.3,26.911378,75.789034,26.971378,75.849034,2022-03-01,1900-01-01 18:20:00,18:25:00,conditions Fog,Medium ,0,Drinks ,motorcycle,1,No ,Metropolitian ,(min) 33
0x38f2 ,JAPRES09DEL03 ,38,4.9,26.911378,75.789034,26.941378,75.819034,2022-03-30,1900-01-01 20:55:00,21:05:00,conditions Sandstorms,Jam ,2,Meal ,motorcycle,0,No ,Metropolitian ,(min) 27
0x4306 ,JAPRES09DEL01 ,29,4.8,26.911378,75.789034,26.981378,75.859034,2022-03-16,1900-01-01 18:20:00,18:30:00,conditions Sandstorms,Medium ,0,Meal ,motorcycle,1,No ,Metropolitian ,(min) 30
0x1251 ,JAPRES09DEL03 ,23,4.8,26.911378,75.789034,26.941378,75.819034,2022-03-24,1900-01-01 20:30:00,20:40:00,conditions Windy,Jam ,1,Drinks ,motorcycle,1,No ,Metropolitian ,(min) 29
0x6286 ,JAPRES09DEL03 ,28,4.9,26.911378,75.789034,26.971378,75.849034,2022-03-05,1900-01-01 19:20:00,19:35:00,conditions Windy,Jam ,2,Meal ,scooter,0,No ,Metropolitian ,(min) 16
0x8f00 ,JAPRES09DEL01 ,37,3.8,26.911378,75.789034,26.981378,75.859034,2022-04-02,1900-01-01 19:00:00,19:15:00,conditions Windy,Medium ,1,Drinks ,scooter,1,No ,Metropolitian ,(min) 36
0x27e5 ,JAPRES09DEL02 ,28,4.8,26.911378,75.789034,26.961378,75.839034,2022-03-09,1900-01-01 20:30:00,20:45:00,conditions Sunny,Jam ,2,Snack ,scooter,NaN ,No ,Metropolitian ,(min) 14
0x6366 ,JAPRES09DEL01 ,26,4.7,26.911378,75.789034,27.021378,75.899034,2022-03-16,1900-01-01 20:20:00,20:35:00,conditions Cloudy,Jam ,2,Buffet ,scooter,0,No ,Metropolitian ,(min) 38
0xb184 ,JAPRES09DEL01 ,31,4.5,26.911378,75.789034,26.981378,75.859034,2022-03-08,1900-01-01 19:30:00,19:40:00,conditions Sunny,Jam ,1,Snack ,scooter,0,No ,Metropolitian ,(min) 25
0x412f ,JAPRES09DEL01 ,25,5,26.911378,75.789034,26.921378,75.799034,2022-03-15,1900-01-01 09:30:00,09:40:00,conditions Sunny,Low ,2,Drinks ,scooter,1,No ,Metropolitian ,(min) 23
0xa1ec ,JAPRES09DEL03 ,31,4.8,26.911378,75.789034,26.941378,75.819034,2022-03-28,1900-01-01 20:10:00,20:15:00,conditions Windy,Jam ,0,Drinks ,motorcycle,1,No ,Metropolitian ,(min) 30
0x1556 ,JAPRES09DEL01 ,22,4.7,26.911378,75.789034,26.921378,75.799034,2022-03-09,1900-01-01 08:45:00,08:50:00,conditions Cloudy,Low ,2,Snack ,scooter,1,No ,Urban ,(min) 17
0x6f15 ,JAPRES09DEL01 ,37,4.6,26.911378,75.789034,26.951378,75.829034,2022-03-09,1900-01-01 13:40:00,13:50:00,conditions Stormy,High ,1,Meal ,scooter,1,No ,Urban ,(min) 34
0x850d ,JAPRES09DEL03 ,31,4.2,26.911378,75.789034,27.051378,75.929034,2022-03-16,1900-01-01 18:10:00,18:15:00,conditions Fog,Medium ,2,Snack ,scooter,0,No ,Metropolitian ,(min) 39
0x9fc ,JAPRES09DEL02 ,20,5,26.911378,75.789034,26.931378,75.809034,2022-03-03,1900-01-01 08:20:00,08:25:00,conditions Fog,Low ,2,Meal ,scooter,0,No ,Urban ,(min) 11
0x18dc ,JAPRES09DEL02 ,NaN ,NaN ,26.911378,75.789034,26.931378,75.809034,2022-04-03,1900-01-01 11:20:00,11:35:00,conditions Sandstorms,High ,2,Snack ,scooter,1,No ,Metropolitian ,(min) 32
0x9e2a ,JAPRES09DEL01 ,27,4.6,26.911378,75.789034,27.021378,75.899034,2022-04-02,1900-01-01 22:40:00,22:45:00,conditions Stormy,Low ,0,Meal ,motorcycle,0,No ,Urban ,(min) 18
0x583b ,JAPRES09DEL03 ,25,4.8,26.911378,75.789034,27.001378,75.879034,2022-03-18,1900-01-01 17:35:00,17:50:00,conditions Cloudy,Medium ,2,Snack ,scooter,1,No ,Metropolitian ,(min) 26
0x8527 ,JAPRES09DEL03 ,27,3.7,26.911378,75.789034,26.971378,75.849034,2022-03-03,1900-01-01 21:30:00,21:35:00,conditions Sunny,Jam ,0,Snack ,motorcycle,3,No ,Metropolitian ,(min) 53
0xa5f5 ,JAPRES09DEL02 ,30,4.8,26.911378,75.789034,26.931378,75.809034,2022-03-17,1900-01-01 09:55:00,10:00:00,conditions Windy,Low ,2,Buffet ,motorcycle,0,No ,Urban ,(min) 24
0x5f76 ,JAPRES09DEL01 ,23,4.9,26.911378,75.789034,27.021378,75.899034,2022-03-25,1900-01-01 20:55:00,21:10:00,conditions Windy,Jam ,2,Buffet ,scooter,1,No ,Metropolitian ,(min) 17
0x5c18 ,JAPRES09DEL01 ,38,4.7,26.911378,75.789034,26.921378,75.799034,2022-03-30,1900-01-01 09:40:00,09:45:00,conditions Fog,Low ,1,Buffet ,motorcycle,1,No ,Metropolitian ,(min) 18
0xae18 ,JAPRES09DEL03 ,35,4.9,26.911378,75.789034,26.971378,75.849034,2022-04-01,1900-01-01 22:50:00,23:05:00,conditions Fog,Low ,1,Meal ,motorcycle,1,No ,Metropolitian ,(min) 17
0x5610 ,JAPRES09DEL02 ,24,4.8,26.911378,75.789034,27.041378,75.919034,2022-03-10,1900-01-01 20:00:00,20:10:00,conditions Stormy,Jam ,1,Drinks ,motorcycle,1,No ,Metropolitian ,(min) 20
0x653a ,JAPRES09DEL02 ,32,4.6,26.911378,75.789034,27.041378,75.919034,2022-03-08,1900-01-01 22:40:00,22:45:00,conditions Cloudy,Low ,1,Meal ,motorcycle,0,No ,Urban ,(min) 27
0x41bc ,JAPRES09DEL01 ,29,4.9,26.911378,75.789034,26.921378,75.799034,2022-03-26,1900-01-01 08:15:00,08:25:00,conditions Fog,Low ,0,Buffet ,motorcycle,1,No ,Metropolitian ,(min) 17
0x6a1a ,JAPRES09DEL02 ,37,4.7,26.911378,75.789034,26.931378,75.809034,2022-03-19,1900-01-01 10:10:00,10:15:00,conditions Sunny,Low ,0,Meal ,motorcycle,0,No ,Metropolitian ,(min) 25
0x2283 ,JAPRES09DEL02 ,37,5,26.911378,75.789034,27.041378,75.919034,2022-03-14,1900-01-01 19:30:00,19:45:00,conditions Sandstorms,Jam ,0,Snack ,motorcycle,1,No ,Metropolitian ,(min) 46
0x945a ,JAPRES09DEL01 ,25,4.6,26.911378,75.789034,26.951378,75.829034,2022-03-26,1900-01-01 12:30:00,12:40:00,conditions Stormy,High ,0,Drinks ,motorcycle,1,No ,Metropolitian ,(min) 23
0x790a ,JAPRES09DEL01 ,29,5,26.911378,75.789034,27.021378,75.899034,2022-03-20,1900-01-01 22:45:00,22:50:00,conditions Cloudy,Low ,0,Snack ,motorcycle,0,No ,Metropolitian ,(min) 20
0x4dd3 ,JAPRES09DEL02 ,22,4.9,26.911378,75.789034,26.931378,75.809034,2022-03-15,1900-01-01 10:40:00,10:45:00,conditions Stormy,Low ,1,Buffet ,motorcycle,0,No ,Urban ,(min) 12
0xfec ,JAPRES09DEL02 ,27,4.5,26.911378,75.789034,26.961378,75.839034,2022-03-01,1900-01-01 22:50:00,23:05:00,conditions Sandstorms,Low ,1,Buffet ,motorcycle,1,No ,Metropolitian ,(min) 18
0x590b ,JAPRES09DEL02 ,26,4.9,26.911378,75.789034,26.961378,75.839034,2022-03-30,1900-01-01 18:25:00,18:40:00,conditions Stormy,Medium ,0,Meal ,motorcycle,1,No ,Metropolitian ,(min) 20
0x58d4 ,JAPRES09DEL03 ,32,4.3,26.911378,75.789034,27.051378,75.929034,2022-04-06,1900-01-01 23:10:00,23:15:00,conditions Cloudy,Low ,0,Drinks ,motorcycle,1,No ,Metropolitian ,(min) 44
0x1a96 ,JAPRES09DEL03 ,32,4.6,26.911378,75.789034,27.051378,75.929034,2022-03-25,1900-01-01 20:25:00,20:35:00,conditions Sandstorms,Jam ,1,Snack ,scooter,1,No ,Metropolitian ,(min) 25
0x6ec8 ,JAPRES09DEL02 ,23,4.3,26.911378,75.789034,26.931378,75.809034,2022-03-01,1900-01-01 11:25:00,11:35:00,conditions Cloudy,High ,1,Drinks ,motorcycle,1,No ,Metropolitian ,(min) 31
0x2fd4 ,JAPRES09DEL01 ,37,4.9,26.911378,75.789034,26.951378,75.829034,2022-03-13,1900-01-01 15:40:00,15:55:00,conditions Cloudy,Medium ,1,Meal ,motorcycle,1,No ,Metropolitian ,(min) 15
0xa840 ,JAPRES09DEL01 ,33,4.8,26.911378,75.789034,26.951378,75.829034,2022-03-21,1900-01-01 13:55:00,14:00:00,conditions Cloudy,High ,1,Snack ,motorcycle,0,No ,Metropolitian ,(min) 35
0x972b ,JAPRES09DEL02 ,33,4.8,26.911378,75.789034,27.041378,75.919034,2022-03-16,1900-01-01 21:25:00,21:40:00,conditions Sunny,Jam ,0,Drinks ,motorcycle,1,No ,Urban ,(min) 31
0x1172 ,JAPRES09DEL02 ,NaN ,NaN ,26.911378,75.789034,26.931378,75.809034,2022-03-13,1900-01-01 09:50:00,09:55:00,conditions Cloudy,Low ,1,Snack ,scooter,1,No ,NaN ,(min) 14
0x6dd2 ,JAPRES09DEL01 ,25,4.8,26.911378,75.789034,27.021378,75.899034,2022-03-04,1900-01-01 19:50:00,20:05:00,conditions Cloudy,Jam ,0,Snack ,motorcycle,0,No ,Metropolitian ,(min) 45
0x44a3 ,JAPRES09DEL03 ,36,4.5,26.911378,75.789034,26.941378,75.819034,2022-03-01,1900-01-01 20:20:00,20:25:00,conditions Sunny,Jam ,0,Buffet ,motorcycle,1,No ,Metropolitian ,(min) 20
0x2d40 ,JAPRES09DEL01 ,20,4.6,26.911378,75.789034,26.921378,75.799034,2022-03-19,1900-01-01 09:55:00,10:00:00,conditions Fog,Low ,1,Drinks ,scooter,1,No ,Metropolitian ,(min) 16
0x6da9 ,JAPRES09DEL02 ,25,4.5,26.911378,75.789034,26.991378,75.869034,2022-03-04,1900-01-01 18:20:00,18:35:00,conditions Fog,Medium ,2,Meal ,scooter,1,No ,Metropolitian ,(min) 29
0x6711 ,JAPRES09DEL03 ,39,4.8,26.911378,75.789034,27.001378,75.879034,2022-03-31,1900-01-01 17:50:00,18:00:00,conditions Fog,Medium ,0,Meal ,motorcycle,1,No ,Metropolitian ,(min) 35
0x7f38 ,JAPRES09DEL03 ,39,4.7,26.911378,75.789034,27.001378,75.879034,2022-03-12,1900-01-01 18:15:00,18:30:00,conditions Cloudy,Medium ,0,Snack ,motorcycle,1,No ,Urban ,(min) 44
0x93ee ,JAPRES09DEL02 ,36,4.8,26.911378,75.789034,27.041378,75.919034,2022-03-20,1900-01-01 23:40:00,23:50:00,conditions Fog,Low ,0,Meal ,motorcycle,2,No ,Metropolitian ,(min) 42
0x8a55 ,JAPRES09DEL02 ,37,4.2,26.911378,75.789034,26.961378,75.839034,2022-04-03,1900-01-01 17:35:00,17:45:00,conditions Fog,Medium ,0,Drinks ,motorcycle,0,No ,Metropolitian ,(min) 31
0x312a ,JAPRES09DEL02 ,38,4.7,26.911378,75.789034,27.041378,75.919034,2022-03-06,1900-01-01 22:25:00,22:35:00,conditions Windy,Low ,2,Snack ,scooter,0,No ,Metropolitian ,(min) 18
0x39cc ,JAPRES09DEL02 ,25,4.8,26.911378,75.789034,26.991378,75.869034,2022-03-06,1900-01-01 18:40:00,18:55:00,conditions Windy,Medium ,2,Snack ,scooter,0,No ,Metropolitian ,(min) 21
0x8907 ,JAPRES09DEL01 ,35,4.9,26.911378,75.789034,26.951378,75.829034,2022-03-24,1900-01-01 12:20:00,12:25:00,conditions Stormy,High ,2,Buffet ,motorcycle,1,No ,Metropolitian ,(min) 31
0x8300 ,JAPRES09DEL02 ,37,4.5,26.911378,75.789034,26.931378,75.809034,2022-03-05,1900-01-01 09:50:00,10:00:00,conditions Stormy,Low ,2,Buffet ,scooter,0,No ,Metropolitian ,(min) 27
0x3cf8 ,JAPRES09DEL03 ,25,4.6,26.911378,75.789034,27.051378,75.929034,2022-03-18,1900-01-01 19:35:00,19:50:00,conditions Cloudy,Jam ,1,Drinks ,scooter,2,No ,Metropolitian ,(min) 37
0x1e45 ,JAPRES09DEL02 ,32,4.9,26.911378,75.789034,26.991378,75.869034,2022-03-25,1900-01-01 20:15:00,20:20:00,conditions Sandstorms,Jam ,1,Snack ,scooter,1,No ,Urban ,(min) 27
0xad58 ,JAPRES09DEL02 ,33,4.9,26.911378,75.789034,26.961378,75.839034,2022-04-01,1900-01-01 21:25:00,21:30:00,conditions Cloudy,Jam ,0,Snack ,motorcycle,1,No ,Metropolitian ,(min) 25
0x5fc3 ,JAPRES09DEL02 ,24,4.7,26.911378,75.789034,26.961378,75.839034,2022-03-15,1900-01-01 20:15:00,20:20:00,conditions Sunny,Jam ,2,Snack ,motorcycle,0,No ,Metropolitian ,(min) 11
